"COMMON.NAME","SP.CATEGORY","M.YEAR","SE.LINK","PRED.LINK","ITERATION"
"Asian Koel","U",2020,1.89417535377369,-1.57332182448237,100
"Asian Koel","U",2021,1.92451616258394,-1.61900258372941,100
"Purple Sunbird","U",2018,1.95543804674738,-1.72141640662319,100
"Purple Sunbird","U",2019,1.95167909560368,-1.62161411471341,100
"Purple Sunbird","U",2020,1.90729773926735,-1.62574266013883,100
"Purple Sunbird","U",2021,1.92573673623518,-1.63981789988329,100
"Pale-billed Flowerpecker","U",2018,2.60688015168683,-3.08612876482995,100
"Pale-billed Flowerpecker","U",2019,2.56239235272649,-3.0206328506911,100
"Pale-billed Flowerpecker","U",2020,2.64898142513605,-3.12524711278813,100
"Pale-billed Flowerpecker","U",2021,2.61412497797526,-3.0592670963346,100
"White-cheeked Barbet","U",2018,2.38992196795733,-2.548524889888,100
"White-cheeked Barbet","U",2019,2.39629445261726,-2.55146770160492,100
"White-cheeked Barbet","U",2020,2.38156087897847,-2.56213373698743,100
"White-cheeked Barbet","U",2021,2.38599064571259,-2.55446658160183,100
"Green Bee-eater","R",2018,1.85060353669851,-1.47309169187879,100
"Green Bee-eater","R",2019,1.86411632594241,-1.51785154243086,100
"Green Bee-eater","R",2020,1.82371809138928,-1.42649656647339,100
"Green Bee-eater","R",2021,1.83644831524905,-1.46032707973192,100
"Black Drongo","R",2018,1.60071127588116,-1.04493878285789,100
"Black Drongo","R",2019,1.62266438007097,-1.09803182158744,100
"Black Drongo","R",2020,1.6037948603642,-1.07889288066533,100
"Black Drongo","R",2021,1.57223912117533,-1.00754467497605,100
"Pied Bushchat","R",2018,2.4965358407083,-2.84240697505924,100
"Pied Bushchat","R",2019,2.46794218468372,-2.76607608680539,100
"Pied Bushchat","R",2020,2.45577583183737,-2.77770370526367,100
"Pied Bushchat","R",2021,2.51115355583294,-2.83074001958282,100
"Plain Prinia","R",2018,2.59426819498225,-2.88511131711998,100
"Plain Prinia","R",2019,2.49699091322303,-2.77504694653634,100
"Plain Prinia","R",2020,2.45952756800515,-2.72800920741767,100
"Plain Prinia","R",2021,2.51050837448328,-2.79642985309749,100
"Indian Robin","R",2018,1.95867979543994,-1.78485108701443,100
"Indian Robin","R",2019,1.94918746651031,-1.74242937168201,100
"Indian Robin","R",2020,1.91898989312849,-1.66555099737762,100
"Indian Robin","R",2021,1.93289367021195,-1.72410728312683,100
"House Sparrow","R",2018,1.77455945289599,-1.39098889974777,100
"House Sparrow","R",2019,1.77455860327234,-1.33441156943192,100
"House Sparrow","R",2020,1.79189467787134,-1.44315156282951,100
"House Sparrow","R",2021,1.82194863817052,-1.55833674994468,100
"Spotted Dove","R",2018,1.83181227694693,-1.55174119013861,100
"Spotted Dove","R",2019,1.81640572112324,-1.4717458963287,100
"Spotted Dove","R",2020,1.81675809042915,-1.46360057174783,100
"Spotted Dove","R",2021,1.76633436379687,-1.37502381805621,100
"Coppersmith Barbet","R",2018,2.27679571255917,-2.33134744919883,100
"Coppersmith Barbet","R",2019,2.30125507768958,-2.33676051480529,100
"Coppersmith Barbet","R",2020,2.26342885249583,-2.33095551070045,100
"Coppersmith Barbet","R",2021,2.3131253401681,-2.4014570573189,100
"Black-winged Kite","R",2018,2.44721263351865,-2.7147989561675,100
"Black-winged Kite","R",2019,2.51351126125616,-2.89187804107389,100
"Black-winged Kite","R",2020,2.49052951167073,-2.75675210343828,100
"Black-winged Kite","R",2021,2.44345222738592,-2.72803767757394,100
"Small Minivet","R",2018,2.81729386878523,-3.44147517696463,100
"Small Minivet","R",2019,2.80428478628894,-3.43950101299228,100
"Small Minivet","R",2020,2.78337575169475,-3.40814082284603,100
"Small Minivet","R",2021,2.79159217763234,-3.41082294934562,100
"Long-tailed Shrike","R",2018,2.60058209806455,-2.83242933090687,100
"Long-tailed Shrike","R",2019,2.64375844710439,-2.90714877633962,100
"Long-tailed Shrike","R",2020,2.6043087354041,-2.83841507198999,100
"Long-tailed Shrike","R",2021,2.60046321475612,-2.84178449627568,100
"Gray Francolin","R",2018,2.20575517337567,-2.28391501384596,100
"Gray Francolin","R",2019,2.19582089494532,-2.24915083930548,100
"Gray Francolin","R",2020,2.18672604135578,-2.24406010366217,100
"Gray Francolin","R",2021,2.16330242106189,-2.23168621538057,100
"White-throated Kingfisher","R",2018,1.72662988446042,-1.29934523949937,100
"White-throated Kingfisher","R",2019,1.71563961135393,-1.32125718480016,100
"White-throated Kingfisher","R",2020,1.66986280484337,-1.26287276310018,100
"White-throated Kingfisher","R",2021,1.64668896082231,-1.19203437215158,100
"Black-rumped Flameback","R",2018,2.5530719336482,-2.93061485850948,100
"Black-rumped Flameback","R",2019,2.48888497021123,-2.85302008435751,100
"Black-rumped Flameback","R",2020,2.49410624715544,-2.81882457387172,100
"Black-rumped Flameback","R",2021,2.43958527876036,-2.79283858394166,100
"Rufous Treepie","R",2018,2.03659245825117,-1.99253520566035,100
"Rufous Treepie","R",2019,2.06748099957416,-1.98737868352236,100
"Rufous Treepie","R",2020,2.02289175825991,-1.95233153273858,100
"Rufous Treepie","R",2021,2.05652867292799,-1.98021672088539,100
"Blue-throated Barbet","U",2018,2.21445833448826,-2.13986938176136,100
"Blue-throated Barbet","U",2019,2.20511310520995,-2.12205628937233,100
"Blue-throated Barbet","U",2020,2.19095929482535,-2.12166187381961,100
"Blue-throated Barbet","U",2021,2.20996478094974,-2.16769976433253,100
"House Crow","U",2018,1.51689203151519,-0.928482306186405,101
"House Crow","U",2019,1.49656790893607,-0.913303095449122,101
"House Crow","U",2020,1.59009525242542,-1.0574128297636,101
"House Crow","U",2021,1.59068344361602,-1.09668325738808,101
"Common Myna","U",2018,1.44815661266071,-0.761793129408695,101
"Common Myna","U",2019,1.37846922254052,-0.683848591478506,101
"Common Myna","U",2020,1.45328981379676,-0.766191721892076,101
"Common Myna","U",2021,1.4284600924923,-0.752257376583747,101
"Jungle Myna","U",2018,2.60317749745042,-2.9178394578388,101
"Jungle Myna","U",2019,2.53809278471769,-2.92506825513316,101
"Jungle Myna","U",2020,2.59331090646625,-3.00587350551119,101
"Jungle Myna","U",2021,2.53643300581427,-2.89503601221385,101
"Rock Pigeon","U",2018,1.6136302184543,-1.17312173407277,101
"Rock Pigeon","U",2019,1.58616173001483,-1.11030886281566,101
"Rock Pigeon","U",2020,1.62282366628968,-1.19194978829646,101
"Rock Pigeon","U",2021,1.57765874908011,-1.129641804965,101
"Black Kite","U",2018,2.03871720156656,-1.99438944523493,101
"Black Kite","U",2019,2.08642118497783,-2.02462189896291,101
"Black Kite","U",2020,2.09748713851496,-2.12633764542386,101
"Black Kite","U",2021,2.11971741023938,-2.10153134826866,101
"Common Tailorbird","U",2018,1.9961569623617,-1.75712863095416,101
"Common Tailorbird","U",2019,1.86730262799882,-1.6271621424568,101
"Common Tailorbird","U",2020,1.87178361448565,-1.59618985805345,101
"Common Tailorbird","U",2021,1.87350409788541,-1.56736442857552,101
"Rose-ringed Parakeet","U",2018,1.69186363251177,-1.34791362948261,101
"Rose-ringed Parakeet","U",2019,1.69595734503257,-1.29790697559433,101
"Rose-ringed Parakeet","U",2020,1.65954198358217,-1.30056940205058,101
"Rose-ringed Parakeet","U",2021,1.67419201578651,-1.2868853219918,101
"Asian Koel","U",2018,1.97727446793346,-1.69095959130324,101
"Asian Koel","U",2019,1.97153344661757,-1.64939111141454,101
"Asian Koel","U",2020,1.91420232352695,-1.59036877535861,101
"Asian Koel","U",2021,1.92209807215397,-1.62276589318445,101
"Purple Sunbird","U",2018,1.96324967761222,-1.74485717253847,101
"Purple Sunbird","U",2019,1.93153122080693,-1.63321292855179,101
"Purple Sunbird","U",2020,1.89936100901962,-1.60813290579578,101
"Purple Sunbird","U",2021,1.91391735078246,-1.66813504325925,101
"Pale-billed Flowerpecker","U",2018,2.6265639618743,-3.06753000575672,101
"Pale-billed Flowerpecker","U",2019,2.58497823395906,-3.01774636725,101
"Pale-billed Flowerpecker","U",2020,2.63140172607474,-3.13289265008778,101
"Pale-billed Flowerpecker","U",2021,2.58319135737422,-3.02560814188128,101
"White-cheeked Barbet","U",2018,2.36346997417703,-2.53132048422159,101
"White-cheeked Barbet","U",2019,2.40153813340762,-2.52174359175069,101
"White-cheeked Barbet","U",2020,2.35250151358041,-2.54520254705684,101
"White-cheeked Barbet","U",2021,2.39750077778717,-2.5526031985696,101
"Green Bee-eater","R",2018,1.8401891723786,-1.5128455019286,101
"Green Bee-eater","R",2019,1.86265770565935,-1.50479048028936,101
"Green Bee-eater","R",2020,1.82555346625348,-1.4038175327652,101
"Green Bee-eater","R",2021,1.82213601939719,-1.4645659872237,101
"Black Drongo","R",2018,1.58120828605417,-1.10305446079906,101
"Black Drongo","R",2019,1.61229536703367,-1.11815127759688,101
"Black Drongo","R",2020,1.60164881525881,-1.06052917236003,101
"Black Drongo","R",2021,1.57675221969512,-1.05176897138759,101
"Pied Bushchat","R",2018,2.49239562380422,-2.8467549537716,101
"Pied Bushchat","R",2019,2.47895596541901,-2.80923552502323,101
"Pied Bushchat","R",2020,2.49584568342458,-2.82077816749144,101
"Pied Bushchat","R",2021,2.50669034816604,-2.85680381565051,101
"Plain Prinia","R",2018,2.56968955019465,-2.89253755775167,101
"Plain Prinia","R",2019,2.52585653267176,-2.78113446725686,101
"Plain Prinia","R",2020,2.46926032513741,-2.75899594770086,101
"Plain Prinia","R",2021,2.5233835440445,-2.82206339886406,101
"Indian Robin","R",2018,1.94660368381518,-1.80804099691174,101
"Indian Robin","R",2019,1.97135973844035,-1.75925405274596,101
"Indian Robin","R",2020,1.92530593892394,-1.69259227593567,101
"Indian Robin","R",2021,1.96156580843429,-1.73747356062463,101
"House Sparrow","R",2018,1.76792617424703,-1.42042410500107,101
"House Sparrow","R",2019,1.74129151746279,-1.33703248929833,101
"House Sparrow","R",2020,1.82083871916292,-1.46299946986664,101
"House Sparrow","R",2021,1.8663161145751,-1.5939733681227,101
"Spotted Dove","R",2018,1.86295128630361,-1.56512113421098,101
"Spotted Dove","R",2019,1.79787408611351,-1.5207825904251,101
"Spotted Dove","R",2020,1.79672584735621,-1.45383045581478,101
"Spotted Dove","R",2021,1.78652554413962,-1.4319452478663,101
"Coppersmith Barbet","R",2018,2.32128555688712,-2.35673329955652,101
"Coppersmith Barbet","R",2019,2.28506406074268,-2.34561838426904,101
"Coppersmith Barbet","R",2020,2.27270796924347,-2.31620688546384,101
"Coppersmith Barbet","R",2021,2.35122046230768,-2.42020441716061,101
"Black-winged Kite","R",2018,2.45851824524669,-2.76873993482265,101
"Black-winged Kite","R",2019,2.53953918016145,-2.90751611328583,101
"Black-winged Kite","R",2020,2.48285501160107,-2.79024721946898,101
"Black-winged Kite","R",2021,2.47192932870716,-2.80736477462848,101
"Small Minivet","R",2018,2.79239336296698,-3.44825384858227,101
"Small Minivet","R",2019,2.79486396615014,-3.41522109614358,101
"Small Minivet","R",2020,2.78726037783734,-3.42355826158755,101
"Small Minivet","R",2021,2.77266509677928,-3.41353975990835,101
"Long-tailed Shrike","R",2018,2.56685239748514,-2.85607159953882,101
