date,state,tot_doses,doses,dose1,dose2,tot_ind
12/02/2021,Lakshadweep,1575,231,1575,0,1575
13/02/2021,Lakshadweep,1575,0,1575,0,1575
14/02/2021,Lakshadweep,1575,0,1575,0,1575
15/02/2021,Lakshadweep,1575,0,1575,0,1575
16/02/2021,Lakshadweep,1613,38,1594,19,1594
17/02/2021,Lakshadweep,1613,0,1594,19,1594
18/02/2021,Lakshadweep,1674,61,1623,51,1623
19/02/2021,Lakshadweep,1770,96,1689,81,1689
20/02/2021,Lakshadweep,1770,0,1689,81,1689
21/02/2021,Lakshadweep,1770,0,1689,81,1689
22/02/2021,Lakshadweep,1830,60,1748,82,1748
23/02/2021,Lakshadweep,1877,47,1771,106,1771
24/02/2021,Lakshadweep,1902,25,1796,106,1796
25/02/2021,Lakshadweep,1929,27,1822,107,1822
26/02/2021,Lakshadweep,1931,2,1824,107,1824
27/02/2021,Lakshadweep,1931,0,1824,107,1824
28/02/2021,Lakshadweep,1931,0,1824,107,1824
01/03/2021,Lakshadweep,1931,0,1824,107,1824
02/03/2021,Lakshadweep,1931,0,1824,107,1824
03/03/2021,Lakshadweep,1931,0,1824,107,1824
04/03/2021,Lakshadweep,1931,0,1824,107,1824
05/03/2021,Lakshadweep,1982,51,1856,126,1856
06/03/2021,Lakshadweep,2078,96,1939,139,1939
07/03/2021,Lakshadweep,2078,0,1939,139,1939
08/03/2021,Lakshadweep,2310,232,2121,189,2121
09/03/2021,Lakshadweep,1667,-643,1452,215,1667
10/03/2021,Lakshadweep,1854,187,1535,319,1854
11/03/2021,Lakshadweep,2056,202,1589,467,2056
12/03/2021,Lakshadweep,2275,219,1605,670,2275
13/03/2021,Lakshadweep,2510,235,1657,853,2510
14/03/2021,Lakshadweep,2541,31,1659,882,2541
15/03/2021,Lakshadweep,2717,176,1727,990,2717
16/03/2021,Lakshadweep,3860,1143,2753,1107,2753
17/03/2021,Lakshadweep,4555,695,3420,1135,3420
18/03/2021,Lakshadweep,4904,349,3617,1287,3617
19/03/2021,Lakshadweep,5088,184,3735,1353,3735
20/03/2021,Lakshadweep,5387,299,3915,1472,3915
21/03/2021,Lakshadweep,5394,7,3920,1474,3920
22/03/2021,Lakshadweep,5521,127,4018,1503,4018
23/03/2021,Lakshadweep,5707,186,4145,1562,4145
24/03/2021,Lakshadweep,5826,119,4233,1593,4233
25/03/2021,Lakshadweep,5901,75,4277,1624,4277
26/03/2021,Lakshadweep,6053,152,4405,1648,4405
27/03/2021,Lakshadweep,6266,213,4601,1665,4601
28/03/2021,Lakshadweep,6333,67,4653,1680,4653
29/03/2021,Lakshadweep,6333,0,4653,1680,4653
30/03/2021,Lakshadweep,6552,219,4804,1748,4804
31/03/2021,Lakshadweep,6824,272,5034,1790,5034
01/04/2021,Lakshadweep,6953,129,5156,1797,5156
02/04/2021,Lakshadweep,7168,215,5365,1803,5365
03/04/2021,Lakshadweep,7399,231,5578,1821,5578
04/04/2021,Lakshadweep,7746,347,5912,1834,5912
05/04/2021,Lakshadweep,7993,247,6130,1863,6130
06/04/2021,Lakshadweep,8434,441,6501,1933,6501
07/04/2021,Lakshadweep,9484,1050,7379,2105,7379
08/04/2021,Lakshadweep,10621,1137,8312,2309,8312
09/04/2021,Lakshadweep,11527,906,9063,2464,9063
10/04/2021,Lakshadweep,12707,1180,10150,2557,10150
11/04/2021,Lakshadweep,13223,516,10630,2593,10630
12/04/2021,Lakshadweep,13791,568,11139,2652,11139
13/04/2021,Lakshadweep,14389,598,11691,2698,11691
14/04/2021,Lakshadweep,15275,886,12470,2805,12470
15/04/2021,Lakshadweep,16053,778,13174,2879,13174
16/04/2021,Lakshadweep,16446,393,13529,2917,13529
17/04/2021,Lakshadweep,17145,699,14161,2984,14161
18/04/2021,Lakshadweep,18013,868,14933,3080,14933
19/04/2021,Lakshadweep,18439,426,15300,3139,15300
20/04/2021,Lakshadweep,18894,455,15609,3285,15609
21/04/2021,Lakshadweep,19750,856,16225,3525,16225
22/04/2021,Lakshadweep,20140,390,16523,3617,16523
23/04/2021,Lakshadweep,20544,404,16836,3708,16836
24/04/2021,Lakshadweep,21022,478,17253,3769,17253
25/04/2021,Lakshadweep,21363,341,17538,3825,17538
26/04/2021,Lakshadweep,21732,369,17843,3889,17843
27/04/2021,Lakshadweep,21928,196,17998,3930,17998
28/04/2021,Lakshadweep,22090,162,18120,3970,18120
29/04/2021,Lakshadweep,22410,320,18386,4024,18386
30/04/2021,Lakshadweep,23024,614,18888,4136,18888
01/05/2021,Lakshadweep,23444,420,19170,4274,19170
02/05/2021,Lakshadweep,23634,190,19319,4315,19319
03/05/2021,Lakshadweep,23908,274,19460,4448,19460
04/05/2021,Lakshadweep,24226,318,19666,4560,19666
05/05/2021,Lakshadweep,24766,540,19872,4894,19872
06/05/2021,Lakshadweep,25040,274,19986,5054,19986
07/05/2021,Lakshadweep,25396,356,20131,5265,20131
08/05/2021,Lakshadweep,25693,297,20240,5453,20240
09/05/2021,Lakshadweep,25943,250,20307,5636,20307
10/05/2021,Lakshadweep,26489,546,20513,5976,20513
11/05/2021,Lakshadweep,27372,883,20885,6487,20885
12/05/2021,Lakshadweep,28102,730,21348,6754,21348
13/05/2021,Lakshadweep,28229,127,21428,6801,21428
14/05/2021,Lakshadweep,28241,12,21440,6801,21440
15/05/2021,Lakshadweep,28258,17,21452,6806,21452
16/05/2021,Lakshadweep,28282,24,21472,6810,21472
17/05/2021,Lakshadweep,28390,108,21562,6828,21562
18/05/2021,Lakshadweep,28703,313,21866,6837,21866
19/05/2021,Lakshadweep,28943,240,22086,6857,22086
20/05/2021,Lakshadweep,29039,96,22167,6872,22167
21/05/2021,Lakshadweep,29532,493,22620,6912,22620
22/05/2021,Lakshadweep,30027,495,23106,6921,23106
23/05/2021,Lakshadweep,30955,928,24029,6926,24029
24/05/2021,Lakshadweep,31277,322,24344,6933,24344
25/05/2021,Lakshadweep,31319,42,24384,6935,24384
26/05/2021,Lakshadweep,31381,62,24446,6935,24446
27/05/2021,Lakshadweep,31425,44,24487,6938,24487
28/05/2021,Lakshadweep,31668,243,24727,6941,24727
29/05/2021,Lakshadweep,32136,468,25192,6944,25192
30/05/2021,Lakshadweep,32818,682,25870,6948,25870
31/05/2021,Lakshadweep,33636,818,26687,6949,26687
01/06/2021,Lakshadweep,34439,803,27489,6950,27489
02/06/2021,Lakshadweep,35167,728,28215,6952,28215
03/06/2021,Lakshadweep,36206,1039,29251,6955,29251
04/06/2021,Lakshadweep,37342,1136,30378,6964,30378
05/06/2021,Lakshadweep,38294,952,31322,6972,31322
06/06/2021,Lakshadweep,39071,777,32096,6975,32096
07/06/2021,Lakshadweep,40301,1230,33318,6983,33318
08/06/2021,Lakshadweep,41455,1154,34466,6989,34466
09/06/2021,Lakshadweep,42665,1210,35632,7033,35632
10/06/2021,Lakshadweep,43565,900,36523,7042,36523
11/06/2021,Lakshadweep,44754,1189,37701,7053,37701
12/06/2021,Lakshadweep,46083,1329,39006,7077,39006
13/06/2021,Lakshadweep,46809,726,39722,7087,39722
14/06/2021,Lakshadweep,47816,1007,40722,7094,40722
15/06/2021,Lakshadweep,48599,783,41486,7113,41486
16/06/2021,Lakshadweep,49904,1305,42783,7121,42783
17/06/2021,Lakshadweep,50334,430,43210,7124,43210
18/06/2021,Lakshadweep,50773,439,43642,7131,43642
19/06/2021,Lakshadweep,51284,511,44126,7158,44126
20/06/2021,Lakshadweep,51507,223,44347,7160,44347
21/06/2021,Lakshadweep,52001,494,44826,7175,44826
22/06/2021,Lakshadweep,52459,458,45234,7225,45234
23/06/2021,Lakshadweep,52829,370,45566,7263,45566
24/06/2021,Lakshadweep,53150,321,45834,7316,45834
25/06/2021,Lakshadweep,53433,283,46057,7376,
26/06/2021,Lakshadweep,53736,303,46253,7483,
27/06/2021,Lakshadweep,53855,119,46340,7515,
28/06/2021,Lakshadweep,54138,283,46494,7644,
29/06/2021,Lakshadweep,54662,524,46750,7912,
30/06/2021,Lakshadweep,54700,38,46779,7921,
01/07/2021,Lakshadweep,54928,228,46901,8027,
02/07/2021,Lakshadweep,55294,366,47042,8252,
03/07/2021,Lakshadweep,55632,338,47084,8548,
04/07/2021,Lakshadweep,55674,42,47084,8590,
05/07/2021,Lakshadweep,56206,532,47243,8963,
06/07/2021,Lakshadweep,56755,549,47468,9287,
07/07/2021,Lakshadweep,57324,569,47562,9762,
08/07/2021,Lakshadweep,57844,520,47717,10127,
09/07/2021,Lakshadweep,58285,441,47830,10455,
10/07/2021,Lakshadweep,58606,321,47936,10670,
11/07/2021,Lakshadweep,58734,128,47993,10741,
12/07/2021,Lakshadweep,59081,347,48058,11023,
13/07/2021,Lakshadweep,59657,576,48155,11502,
14/07/2021,Lakshadweep,60568,911,48684,11884,
15/07/2021,Lakshadweep,61144,576,48780,12364,
16/07/2021,Lakshadweep,61637,493,48893,12744,
17/07/2021,Lakshadweep,61956,319,48946,13010,
18/07/2021,Lakshadweep,62021,65,49004,13017,
19/07/2021,Lakshadweep,62346,325,49064,13282,
20/07/2021,Lakshadweep,62715,369,49196,13519,
21/07/2021,Lakshadweep,62989,274,49276,13713,
22/07/2021,Lakshadweep,63093,104,49304,13789,
23/07/2021,Lakshadweep,63558,465,49479,14079,
24/07/2021,Lakshadweep,64080,522,49638,14442,
25/07/2021,Lakshadweep,64116,36,49661,14455,
26/07/2021,Lakshadweep,64502,386,49794,14708,
27/07/2021,Lakshadweep,65060,558,49949,15111,
28/07/2021,Lakshadweep,65418,358,50017,15401,
29/07/2021,Lakshadweep,65707,289,50094,15613,
30/07/2021,Lakshadweep,65988,281,50168,15820,
31/07/2021,Lakshadweep,66209,221,50238,15971,
01/08/2021,Lakshadweep,66406,197,50405,16001,
02/08/2021,Lakshadweep,66642,236,50484,16158,
03/08/2021,Lakshadweep,66762,120,50511,16251,
04/08/2021,Lakshadweep,67032,270,50596,16436,
05/08/2021,Lakshadweep,67253,221,50668,16585,
06/08/2021,Lakshadweep,67491,238,50772,16719,
07/08/2021,Lakshadweep,67712,221,50851,16861,
08/08/2021,Lakshadweep,67913,201,50962,16951,
09/08/2021,Lakshadweep,68295,382,51156,17139,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Madhya Pradesh,9435,9435,9435,0,9435
17/01/2021,Madhya Pradesh,9435,0,9435,0,9435
18/01/2021,Madhya Pradesh,15934,6499,15934,0,15934
19/01/2021,Madhya Pradesh,18409,2475,18409,0,18409
20/01/2021,Madhya Pradesh,27769,9360,27769,0,27769
21/01/2021,Madhya Pradesh,38425,10656,38425,0,38425
22/01/2021,Madhya Pradesh,38425,0,38425,0,38425
23/01/2021,Madhya Pradesh,38428,3,38428,0,38428
24/01/2021,Madhya Pradesh,38430,2,38430,0,38430
25/01/2021,Madhya Pradesh,66875,28445,66875,0,66875
26/01/2021,Madhya Pradesh,66877,2,66877,0,66877
27/01/2021,Madhya Pradesh,131099,64222,131099,0,131099
28/01/2021,Madhya Pradesh,192628,61529,192628,0,192628
29/01/2021,Madhya Pradesh,234631,42003,234631,0,234631
30/01/2021,Madhya Pradesh,284782,50151,284782,0,284782
31/01/2021,Madhya Pradesh,285481,699,285481,0,285481
01/02/2021,Madhya Pradesh,286538,1057,286538,0,286538
02/02/2021,Madhya Pradesh,286868,330,286868,0,286868
03/02/2021,Madhya Pradesh,319623,32755,319623,0,319623
04/02/2021,Madhya Pradesh,329571,9948,329571,0,329571
05/02/2021,Madhya Pradesh,331316,1745,331316,0,331316
06/02/2021,Madhya Pradesh,332832,1516,332832,0,332832
07/02/2021,Madhya Pradesh,333677,845,333677,0,333677
08/02/2021,Madhya Pradesh,369141,35464,369141,0,369141
09/02/2021,Madhya Pradesh,373504,4363,373504,0,373504
10/02/2021,Madhya Pradesh,427715,54211,427715,0,427715
11/02/2021,Madhya Pradesh,482095,54380,482095,0,482095
12/02/2021,Madhya Pradesh,519589,37494,519589,0,519589
13/02/2021,Madhya Pradesh,548275,28686,548272,3,548272
14/02/2021,Madhya Pradesh,548469,194,548466,3,548466
15/02/2021,Madhya Pradesh,565957,17488,565952,5,565952
16/02/2021,Madhya Pradesh,567591,1634,567586,5,567586
17/02/2021,Madhya Pradesh,587658,20067,587652,6,587652
18/02/2021,Madhya Pradesh,598328,10670,598319,9,598319
19/02/2021,Madhya Pradesh,616805,18477,616782,23,616782
20/02/2021,Madhya Pradesh,635446,18641,631637,3809,631637
21/02/2021,Madhya Pradesh,636057,611,632248,3809,632248
22/02/2021,Madhya Pradesh,666759,30702,635089,31670,635089
23/02/2021,Madhya Pradesh,668773,2014,636139,32634,636139
24/02/2021,Madhya Pradesh,716682,47909,639425,77257,639425
25/02/2021,Madhya Pradesh,773228,56546,642871,130357,642871
26/02/2021,Madhya Pradesh,804378,31150,644716,159662,644716
27/02/2021,Madhya Pradesh,804378,0,644716,159662,644716
28/02/2021,Madhya Pradesh,804378,0,644716,159662,644716
01/03/2021,Madhya Pradesh,804378,0,644716,159662,644716
02/03/2021,Madhya Pradesh,846487,42109,664726,181761,664726
03/03/2021,Madhya Pradesh,908051,61564,706334,201717,706334
04/03/2021,Madhya Pradesh,970531,62480,754152,216379,754152
05/03/2021,Madhya Pradesh,978701,8170,760376,218325,760376
06/03/2021,Madhya Pradesh,1049846,71145,817810,232036,817810
07/03/2021,Madhya Pradesh,1052103,2257,819884,232219,819884
08/03/2021,Madhya Pradesh,1123372,71269,878269,245103,878269
09/03/2021,Madhya Pradesh,894175,-229197,648495,245680,894175
10/03/2021,Madhya Pradesh,982005,87830,703816,278189,982005
11/03/2021,Madhya Pradesh,983629,1624,704997,278632,983629
12/03/2021,Madhya Pradesh,989013,5384,708872,280141,989013
13/03/2021,Madhya Pradesh,1147591,158578,812922,334669,1147591
14/03/2021,Madhya Pradesh,1149813,2222,814865,334948,1149813
15/03/2021,Madhya Pradesh,1311000,161187,935527,375473,1311000
16/03/2021,Madhya Pradesh,1582017,271017,1204532,377485,1204532
17/03/2021,Madhya Pradesh,1894779,312762,1483101,411678,1483101
18/03/2021,Madhya Pradesh,2061982,167203,1630087,431895,1630087
19/03/2021,Madhya Pradesh,2082196,20214,1648828,433368,1648828
20/03/2021,Madhya Pradesh,2392868,310672,1936427,456441,1936427
21/03/2021,Madhya Pradesh,2447794,54926,1988398,459396,1988398
22/03/2021,Madhya Pradesh,2645609,197815,2173688,471921,2173688
23/03/2021,Madhya Pradesh,2709136,63527,2233935,475201,2233935
24/03/2021,Madhya Pradesh,2970294,261158,2484618,485676,2484618
25/03/2021,Madhya Pradesh,3117583,147289,2625418,492165,2625418
26/03/2021,Madhya Pradesh,3124997,7414,2632468,492529,2632468
27/03/2021,Madhya Pradesh,3235027,110030,2737954,497073,2737954
28/03/2021,Madhya Pradesh,3238287,3260,2740984,497303,2740984
29/03/2021,Madhya Pradesh,3238300,13,2740995,497305,2740995
30/03/2021,Madhya Pradesh,3241368,3068,2743883,497485,2743883
31/03/2021,Madhya Pradesh,3399721,158353,2890848,508873,2890848
01/04/2021,Madhya Pradesh,3632471,232750,3115146,517325,3115146
02/04/2021,Madhya Pradesh,3871927,239456,3346831,525096,3346831
03/04/2021,Madhya Pradesh,4043380,171453,3510799,532581,3510799
04/04/2021,Madhya Pradesh,4214544,171164,3675945,538599,3675945
05/04/2021,Madhya Pradesh,4376033,161489,3831368,544665,3831368
06/04/2021,Madhya Pradesh,4528210,152177,3977455,550755,3977455
07/04/2021,Madhya Pradesh,4902462,374252,4334898,567564,4334898
08/04/2021,Madhya Pradesh,5233168,330706,4649680,583488,4649680
09/04/2021,Madhya Pradesh,5361979,128811,4770269,591710,4770269
10/04/2021,Madhya Pradesh,5464925,102946,4866494,598431,4866494
11/04/2021,Madhya Pradesh,5837149,372224,5222120,615029,5222120
12/04/2021,Madhya Pradesh,6244525,407376,5603174,641351,5603174
13/04/2021,Madhya Pradesh,6558169,313644,5899933,658236,5899933
14/04/2021,Madhya Pradesh,6886916,328747,6202259,684657,6202259
15/04/2021,Madhya Pradesh,7057160,170244,6348519,708641,6348519
16/04/2021,Madhya Pradesh,7115632,58472,6392872,722760,6392872
17/04/2021,Madhya Pradesh,7304172,188540,6546917,757255,6546917
18/04/2021,Madhya Pradesh,7329797,25625,6566352,763445,6566352
19/04/2021,Madhya Pradesh,7506383,176586,6700964,805419,6700964
20/04/2021,Madhya Pradesh,7542919,36536,6725608,817311,6725608
21/04/2021,Madhya Pradesh,7566279,23360,6737838,828441,6737838
22/04/2021,Madhya Pradesh,7736804,170525,6850130,886674,6850130
23/04/2021,Madhya Pradesh,7774354,37550,6871962,902392,6871962
24/04/2021,Madhya Pradesh,7895385,121031,6942784,952601,6942784
25/04/2021,Madhya Pradesh,7908711,13326,6949787,958924,6949787
26/04/2021,Madhya Pradesh,7991537,82826,6988355,1003182,6988355
27/04/2021,Madhya Pradesh,8010474,18937,6996487,1013987,6996487
28/04/2021,Madhya Pradesh,8071696,61222,7020074,1051622,7020074
29/04/2021,Madhya Pradesh,8077002,5306,7022419,1054583,7022419
30/04/2021,Madhya Pradesh,8079538,2536,7023042,1056496,7023042
01/05/2021,Madhya Pradesh,8147203,67665,7043286,1103917,7043286
02/05/2021,Madhya Pradesh,8154964,7761,7046019,1108945,7046019
03/05/2021,Madhya Pradesh,8228404,73440,7065585,1162819,7065585
04/05/2021,Madhya Pradesh,8249533,21129,7071530,1178003,7071530
05/05/2021,Madhya Pradesh,8380264,130731,7110730,1269534,7110730
06/05/2021,Madhya Pradesh,8490151,109887,7146019,1344132,7146019
07/05/2021,Madhya Pradesh,8508272,18121,7151755,1356517,7151755
08/05/2021,Madhya Pradesh,8634077,125805,7201637,1432440,7201637
09/05/2021,Madhya Pradesh,8636212,2135,7202462,1433750,7202462
10/05/2021,Madhya Pradesh,8765843,129631,7251862,1513981,7251862
11/05/2021,Madhya Pradesh,8785173,19330,7256989,1528184,7256989
12/05/2021,Madhya Pradesh,8923121,137948,7335386,1587735,7335386
13/05/2021,Madhya Pradesh,9034702,111581,7402933,1631769,7402933
14/05/2021,Madhya Pradesh,9037120,2418,7403682,1633438,7403682
15/05/2021,Madhya Pradesh,9163547,126427,7472841,1690706,7472841
16/05/2021,Madhya Pradesh,9164574,1027,7473284,1691290,7473284
17/05/2021,Madhya Pradesh,9258467,93893,7547349,1711118,7547349
18/05/2021,Madhya Pradesh,9264811,6344,7551243,1713568,7551243
19/05/2021,Madhya Pradesh,9405542,140731,7678925,1726617,7678925
20/05/2021,Madhya Pradesh,9534535,128993,7798981,1735554,7798981
21/05/2021,Madhya Pradesh,9633945,99410,7890673,1743272,7890673
22/05/2021,Madhya Pradesh,9780866,146921,8027748,1753118,8027748
23/05/2021,Madhya Pradesh,9951903,171037,8197098,1754805,8197098
24/05/2021,Madhya Pradesh,10169757,217854,8407255,1762502,8407255
25/05/2021,Madhya Pradesh,10176369,6612,8412889,1763480,8412889
26/05/2021,Madhya Pradesh,10178601,2232,8415023,1763578,8415023
27/05/2021,Madhya Pradesh,10408718,230117,8636592,1772126,8636592
28/05/2021,Madhya Pradesh,10632295,223577,8854635,1777660,8854635
29/05/2021,Madhya Pradesh,10882668,250373,9098436,1784232,9098436
30/05/2021,Madhya Pradesh,10899947,17279,9115504,1784443,9115504
31/05/2021,Madhya Pradesh,11170319,270372,9378050,1792269,9378050
01/06/2021,Madhya Pradesh,11188263,17944,9394692,1793571,9394692
02/06/2021,Madhya Pradesh,11481427,293164,9680087,1801340,9680087
03/06/2021,Madhya Pradesh,11853494,372067,10041226,1812268,10041226
04/06/2021,Madhya Pradesh,12217489,363995,10399189,1818300,10399189
05/06/2021,Madhya Pradesh,12629509,412020,10796888,1832621,10796888
06/06/2021,Madhya Pradesh,12759138,129629,10923948,1835190,10923948
07/06/2021,Madhya Pradesh,13151267,392129,11299196,1852071,11299196
08/06/2021,Madhya Pradesh,13217372,66105,11361743,1855629,11361743
09/06/2021,Madhya Pradesh,13584232,366860,11708227,1876005,11708227
10/06/2021,Madhya Pradesh,13769115,184883,11877371,1891744,11877371
11/06/2021,Madhya Pradesh,13796834,27719,11899138,1897696,11899138
12/06/2021,Madhya Pradesh,13897841,101007,11956103,1941738,11956103
13/06/2021,Madhya Pradesh,13943751,45910,11992799,1950952,11992799
14/06/2021,Madhya Pradesh,14443636,499885,12452440,1991196,12452440
15/06/2021,Madhya Pradesh,14495499,51863,12497943,1997556,12497943
16/06/2021,Madhya Pradesh,14840484,344985,12815277,2025207,12815277
17/06/2021,Madhya Pradesh,14975268,134784,12934175,2041093,12934175
18/06/2021,Madhya Pradesh,14994833,19565,12950585,2044248,12950585
19/06/2021,Madhya Pradesh,15018743,23910,12964134,2054609,12964134
20/06/2021,Madhya Pradesh,15019817,1074,12965037,2054780,12965037
21/06/2021,Madhya Pradesh,16733198,1713381,14594389,2138809,14594389
22/06/2021,Madhya Pradesh,16803173,69975,14660585,2142588,14660585
23/06/2021,Madhya Pradesh,17978981,1175808,15775623,2203358,15775623
24/06/2021,Madhya Pradesh,18769872,790891,16512594,2257278,16512594
25/06/2021,Madhya Pradesh,18801044,31172,16543406,2257638,
26/06/2021,Madhya Pradesh,19801236,1000192,17444479,2356757,
27/06/2021,Madhya Pradesh,19826706,25470,17466782,2359924,
28/06/2021,Madhya Pradesh,20289692,462986,17897347,2392345,
29/06/2021,Madhya Pradesh,20303352,13660,17909367,2393985,
30/06/2021,Madhya Pradesh,20314158,10806,17917782,2396376,
01/07/2021,Madhya Pradesh,21302275,988117,18757527,2544748,
02/07/2021,Madhya Pradesh,21326909,24634,18778322,2548587,
03/07/2021,Madhya Pradesh,21594951,268042,18782476,2812475,
04/07/2021,Madhya Pradesh,21602436,7485,18783420,2819016,
05/07/2021,Madhya Pradesh,22016213,413777,18788825,3227388,
06/07/2021,Madhya Pradesh,22028495,12282,18792034,3236461,
07/07/2021,Madhya Pradesh,22486768,458273,18987978,3498790,
08/07/2021,Madhya Pradesh,23209424,722656,19540483,3668941,
09/07/2021,Madhya Pradesh,23229284,19860,19555644,3673640,
10/07/2021,Madhya Pradesh,23916986,687702,20128154,3788832,
11/07/2021,Madhya Pradesh,23934917,17931,20143867,3791050,
12/07/2021,Madhya Pradesh,23973478,38561,20157496,3815982,
13/07/2021,Madhya Pradesh,23977911,4433,20160054,3817857,
14/07/2021,Madhya Pradesh,24566317,588406,20652966,3913351,
15/07/2021,Madhya Pradesh,25015501,449184,21028776,3986725,
16/07/2021,Madhya Pradesh,25028056,12555,21039211,3988845,
17/07/2021,Madhya Pradesh,25182121,154065,21168157,4013964,
18/07/2021,Madhya Pradesh,25192158,10037,21176794,4015364,
19/07/2021,Madhya Pradesh,25678516,486358,21551160,4127356,
20/07/2021,Madhya Pradesh,25692342,13826,21562031,4130311,
21/07/2021,Madhya Pradesh,25695476,3134,21563261,4132215,
22/07/2021,Madhya Pradesh,26791031,1095555,22431445,4359586,
23/07/2021,Madhya Pradesh,26859236,68205,22489547,4369689,
24/07/2021,Madhya Pradesh,27835437,976201,23287139,4548298,
25/07/2021,Madhya Pradesh,27868363,32926,23316206,4552157,
26/07/2021,Madhya Pradesh,29006804,1138441,24275999,4730805,
27/07/2021,Madhya Pradesh,29072338,65534,24331336,4741002,
28/07/2021,Madhya Pradesh,30150558,1078220,25242266,4908292,
29/07/2021,Madhya Pradesh,30906116,755558,25904540,5001576,
30/07/2021,Madhya Pradesh,30970799,64683,25959893,5010906,
31/07/2021,Madhya Pradesh,31999209,1028410,26830212,5168997,
01/08/2021,Madhya Pradesh,32227488,228279,27049238,5178250,
02/08/2021,Madhya Pradesh,33045723,818235,27755842,5289881,
03/08/2021,Madhya Pradesh,33169564,123841,27866204,5303360,
04/08/2021,Madhya Pradesh,33697618,528054,28297794,5399824,
05/08/2021,Madhya Pradesh,34156553,458935,28647319,5509234,
06/08/2021,Madhya Pradesh,34238857,82304,28719618,5519239,
07/08/2021,Madhya Pradesh,34853048,614191,29211273,5641775,
08/08/2021,Madhya Pradesh,34901221,48173,29251571,5649650,
09/08/2021,Madhya Pradesh,35456676,555455,29723036,5733640,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Maharashtra,5726,5726,5726,0,5726
17/01/2021,Maharashtra,6521,795,6521,0,6521
18/01/2021,Maharashtra,6151,-370,6151,0,6151
19/01/2021,Maharashtra,13699,7548,13699,0,13699
20/01/2021,Maharashtra,23880,10181,23880,0,23880
21/01/2021,Maharashtra,24148,268,24148,0,24148
22/01/2021,Maharashtra,44369,20221,44369,0,44369
23/01/2021,Maharashtra,69295,24926,69295,0,69295
24/01/2021,Maharashtra,70196,901,70196,0,70196
25/01/2021,Maharashtra,107073,36877,107073,0,107073
26/01/2021,Maharashtra,107338,265,107338,0,107338
27/01/2021,Maharashtra,150102,42764,150102,0,150102
28/01/2021,Maharashtra,189743,39641,189743,0,189743
29/01/2021,Maharashtra,225132,35389,225132,0,225132
30/01/2021,Maharashtra,233693,8561,233693,0,233693
31/01/2021,Maharashtra,234150,457,234150,0,234150
01/02/2021,Maharashtra,275348,41198,275348,0,275348
02/02/2021,Maharashtra,284107,8759,284107,0,284107
03/02/2021,Maharashtra,318918,34811,318918,0,318918
04/02/2021,Maharashtra,352676,33758,352676,0,352676
05/02/2021,Maharashtra,397889,45213,397889,0,397889
06/02/2021,Maharashtra,436229,38340,436229,0,436229
07/02/2021,Maharashtra,436400,171,436400,0,436400
08/02/2021,Maharashtra,475193,38793,475193,0,475193
09/02/2021,Maharashtra,503757,28564,503757,0,503757
10/02/2021,Maharashtra,544726,40969,544726,0,544726
11/02/2021,Maharashtra,579241,34515,579241,0,579241
12/02/2021,Maharashtra,620539,41298,620539,0,620539
13/02/2021,Maharashtra,652971,32432,652801,170,652801
14/02/2021,Maharashtra,653305,334,653135,170,653135
15/02/2021,Maharashtra,687137,33832,682610,4527,682610
16/02/2021,Maharashtra,719944,32807,711043,8901,711043
17/02/2021,Maharashtra,768695,48751,752088,16607,752088
18/02/2021,Maharashtra,810906,42211,787086,23820,787086
19/02/2021,Maharashtra,853374,42468,825846,27528,825846
20/02/2021,Maharashtra,913658,60284,868244,45414,868244
21/02/2021,Maharashtra,917962,4304,871567,46395,871567
22/02/2021,Maharashtra,975061,57099,907200,67861,907200
23/02/2021,Maharashtra,1017414,42353,938078,79336,938078
24/02/2021,Maharashtra,1073789,56375,969314,104475,969314
25/02/2021,Maharashtra,1128081,54292,997308,130773,997308
26/02/2021,Maharashtra,1187018,58937,1028360,158658,1028360
27/02/2021,Maharashtra,1187023,5,1028365,158658,1028365
28/02/2021,Maharashtra,1187178,155,1028520,158658,1028520
01/03/2021,Maharashtra,1187178,0,1028520,158658,1028520
02/03/2021,Maharashtra,1251419,64241,1071612,179807,1071612
03/03/2021,Maharashtra,1317336,65917,1119835,197501,1119835
04/03/2021,Maharashtra,1387989,70653,1174258,213731,1174258
05/03/2021,Maharashtra,1479034,91045,1244617,234417,1244617
06/03/2021,Maharashtra,1584841,105807,1325264,259577,1325264
07/03/2021,Maharashtra,1591448,6607,1331000,260448,1331000
08/03/2021,Maharashtra,1739823,148375,1454112,285711,1454112
09/03/2021,Maharashtra,1572965,-166858,1267076,305889,1572965
10/03/2021,Maharashtra,1749221,176256,1410564,338657,1749221
11/03/2021,Maharashtra,1804254,55033,1455521,348733,1804254
12/03/2021,Maharashtra,1996304,192050,1612991,383313,1996304
13/03/2021,Maharashtra,2125486,129182,1713932,411554,2125486
14/03/2021,Maharashtra,2132670,7184,1720591,412079,2132670
15/03/2021,Maharashtra,2342873,210203,1898597,444276,2342873
16/03/2021,Maharashtra,2785457,442584,2316957,468500,2316957
17/03/2021,Maharashtra,3729963,944506,3229723,500240,3229723
18/03/2021,Maharashtra,3933965,204002,3408977,524988,3408977
