date,state,tot_doses,doses,dose1,dose2,tot_ind
16/01/2021,India,48276,48276,48276,0,48276
17/01/2021,India,58604,10328,58604,0,58604
18/01/2021,India,99449,40845,99449,0,99449
19/01/2021,India,195525,96076,195525,0,195525
20/01/2021,India,251280,55755,251280,0,251280
21/01/2021,India,365965,114685,365965,0,365965
22/01/2021,India,549381,183416,549381,0,549381
23/01/2021,India,759008,209627,759008,0,759008
24/01/2021,India,835058,76050,835058,0,835058
25/01/2021,India,1277104,442046,1277104,0,1277104
26/01/2021,India,1293784,16680,1293784,0,1293784
27/01/2021,India,1726490,432706,1726490,0,1726490
28/01/2021,India,2295491,569001,2295491,0,2295491
29/01/2021,India,2814803,519312,2814803,0,2814803
30/01/2021,India,3067736,252933,3067736,0,3067736
31/01/2021,India,3127107,59371,3127107,0,3127107
01/02/2021,India,3350265,223158,3350265,0,3350265
02/02/2021,India,3527971,177706,3527971,0,3527971
03/02/2021,India,3825835,297864,3825835,0,3825835
04/02/2021,India,4314304,488469,4314304,0,4314304
05/02/2021,India,4765924,451620,4765924,0,4765924
06/02/2021,India,5111827,345903,5111827,0,5111827
07/02/2021,India,5168099,56272,5168099,0,5168099
08/02/2021,India,5615499,447400,5615499,0,5615499
09/02/2021,India,6002474,386975,6002474,0,6002474
10/02/2021,India,6462270,459796,6462270,0,6462270
11/02/2021,India,6958553,496283,6958553,0,6958553
12/02/2021,India,7423817,465264,7423817,0,7423817
13/02/2021,India,7708211,284394,7687352,20859,7687352
14/02/2021,India,7732278,24067,7710367,21911,7710367
15/02/2021,India,8253651,521373,8111162,142489,8111162
16/02/2021,India,8577226,323575,8337600,239626,8337600
17/02/2021,India,9023239,446013,8704698,318541,8704698
18/02/2021,India,9338267,315028,8862491,475776,8862491
19/02/2021,India,10241508,903241,9523567,717941,9523567
20/02/2021,India,10619113,377605,9734505,884608,9734505
21/02/2021,India,10651012,31899,9757217,893795,9757217
22/02/2021,India,11243679,592667,10069263,1174416,10069263
23/02/2021,India,11597768,354089,10288293,1309475,10288293
24/02/2021,India,12042958,445190,10517568,1525390,10517568
25/02/2021,India,12819074,776116,10846192,1972882,10846192
26/02/2021,India,13560932,741858,11141375,2419557,11141375
27/02/2021,India,13560983,51,11141426,2419557,11141426
28/02/2021,India,13561208,225,11141651,2419557,11141651
01/03/2021,India,13561208,0,11141651,2419557,11141651
02/03/2021,India,14533954,972746,11886320,2647634,11886320
03/03/2021,India,15383883,849929,12553326,2830557,12553326
04/03/2021,India,16535703,1151820,13393538,3142165,13393538
05/03/2021,India,17871673,1335970,14415912,3455761,14415912
06/03/2021,India,19170828,1299155,15438495,3732333,15438495
07/03/2021,India,19288666,117838,15541529,3747137,15541529
08/03/2021,India,21038500,1749834,16976138,4062362,16976138
09/03/2021,India,18360243,-2678257,14003206,4357037,18360243
10/03/2021,India,19538547,1178304,14872785,4665762,19538547
11/03/2021,India,19953987,415440,15204375,4749612,19953987
12/03/2021,India,21772159,1818172,16612019,5160140,21772159
13/03/2021,India,23159604,1387445,17698742,5460862,23159604
14/03/2021,India,23317750,158146,17837716,5480034,23317750
15/03/2021,India,25618250,2300500,19766466,5851784,25618250
16/03/2021,India,31870745,6252495,25709257,6161488,25709257
17/03/2021,India,36496020,4625275,30011328,6484692,30011328
18/03/2021,India,38770404,2274384,31952935,6817469,31952935
19/03/2021,India,41309219,2538815,34228371,7080848,34228371
20/03/2021,India,43877868,2568649,36568988,7308880,36568988
21/03/2021,India,44645372,767504,37303458,7341914,37303458
22/03/2021,India,47204633,2559261,39612614,7592019,39612614
23/03/2021,India,49973152,2768519,42148875,7824277,42148875
24/03/2021,India,52216237,2243085,44250191,7966046,44250191
25/03/2021,India,54589220,2372983,46454700,8134520,46454700
26/03/2021,India,57021164,2431944,48749313,8271851,48749313
27/03/2021,India,59235436,2214272,50865316,8370120,50865316
28/03/2021,India,59557120,321684,51179587,8377533,51179587
29/03/2021,India,60183064,625944,51774289,8408775,51774289
30/03/2021,India,61990242,1807178,53429356,8560886,53429356
31/03/2021,India,63935590,1945348,55188803,8746787,55188803
01/04/2021,India,66361722,2426132,57443466,8918256,57443466
02/04/2021,India,70090836,3729114,60936753,9154083,60936753
03/04/2021,India,73112119,3021283,63743700,9368419,63743700
04/04/2021,India,76405697,3293578,66838504,9567193,66838504
05/04/2021,India,79439889,3034192,69620234,9819655,69620234
06/04/2021,India,82065337,2625448,72035640,10029697,72035640
07/04/2021,India,87100627,5035290,76671812,10428815,76671812
08/04/2021,India,91881530,4780903,80998099,10883431,80998099
09/04/2021,India,95583419,3701889,84296847,11286572,84296847
10/04/2021,India,99069354,3485935,87411872,11657482,87411872
11/04/2021,India,102000401,2931047,90111528,11888873,90111528
12/04/2021,India,105970539,3970138,93559587,12410952,93559587
13/04/2021,India,108598289,2627750,95823614,12774675,95823614
14/04/2021,India,111913288,3314999,98703696,13209592,98703696
15/04/2021,India,114598026,2684738,100853671,13744355,100853671
16/04/2021,India,117305344,2707318,102927296,14378048,102927296
17/04/2021,India,119971369,2666025,104950409,15020960,104950409
18/04/2021,India,121207098,1235729,105896430,15310668,105896430
19/04/2021,India,124457162,3250064,108178574,16278588,108178574
20/04/2021,India,127428887,2971725,110165234,17263653,110165234
21/04/2021,India,129646105,2217218,111673361,17972744,111673361
22/04/2021,India,132754608,3108503,113584269,19170339,113584269
23/04/2021,India,135658324,2903716,115461202,20197122,115461202
24/04/2021,India,138185956,2527632,117105343,21080613,117105343
25/04/2021,India,139185173,999217,117795008,21390165,117795008
26/04/2021,India,142524947,3339774,119886252,22638695,119886252
27/04/2021,India,144879233,2354286,121263287,23615946,121263287
28/04/2021,India,147053392,2174159,122538179,24515213,122538179
29/04/2021,India,149268772,2215380,123811908,25456864,123811908
30/04/2021,India,151998107,2729335,125376952,26621155,125376952
01/05/2021,India,153626325,1628218,126328970,27297355,126328970
02/05/2021,India,154211511,585186,126704151,27507360,126704151
03/05/2021,India,156082136,1870625,127696675,28385461,127696675
04/05/2021,India,157750752,1668616,128627919,29122833,128627919
05/05/2021,India,159931238,2180486,129730641,30200597,129730641
06/05/2021,India,162603603,2672365,131058890,31544713,131058890
07/05/2021,India,165190000,2586397,132294827,32895173,132294827
08/05/2021,India,167493857,2303857,133366482,34127375,133366482
09/05/2021,India,168304868,811011,133854676,34450192,133854676
10/05/2021,India,171098918,2794050,135192013,35906905,135192013
11/05/2021,India,173862643,2763725,136557345,37305298,136557345
12/05/2021,India,176045577,2182934,137805245,38240332,137805245
13/05/2021,India,178361846,2316269,139087590,39274256,139087590
14/05/2021,India,179646413,1284567,139861462,39784951,139861462
15/05/2021,India,181544536,1898123,141132112,40412424,141132112
16/05/2021,India,182251006,706470,141764335,40486671,141764335
17/05/2021,India,183817204,1566198,143090218,40726986,143090218
18/05/2021,India,185191602,1374398,144270200,40921402,144270200
19/05/2021,India,186410600,1218998,145333606,41076994,145333606
20/05/2021,India,187886885,1476285,146624652,41262233,146624652
21/05/2021,India,189344105,1457220,147893976,41450129,147893976
22/05/2021,India,190936859,1592754,149302864,41633995,149302864
23/05/2021,India,191877460,940601,150180408,41697052,150180408
24/05/2021,India,194313920,2436460,152439044,41874876,152439044
25/05/2021,India,196463495,2149575,154384464,42079031,154384464
26/05/2021,India,198425615,1962120,156189641,42235974,156189641
27/05/2021,India,201438120,3012505,159006359,42431761,159006359
28/05/2021,India,204617572,3179452,161951713,42665859,161951713
29/05/2021,India,207796464,3178892,164804095,42992369,164804095
30/05/2021,India,208907723,1111259,165823004,43084719,165823004
31/05/2021,India,211778491,2870768,168393525,43384966,168393525
01/06/2021,India,214314522,2536031,170640412,43674110,170640412
02/06/2021,India,216858197,2543675,172945950,43912247,172945950
03/06/2021,India,219831571,2973374,175677634,44153937,175677634
04/06/2021,India,223642281,3810710,179205337,44436944,179205337
05/06/2021,India,227162503,3520222,182451348,44711155,182451348
06/06/2021,India,228624578,1462075,183824958,44799620,183824958
07/06/2021,India,232063488,3438910,186933771,45129717,186933771
08/06/2021,India,234952618,2889130,189503126,45449492,189503126
09/06/2021,India,238440129,3487511,192669299,45770830,192669299
10/06/2021,India,241846863,3406734,195747476,46099387,195747476
11/06/2021,India,245411955,3565092,198977594,46434361,198977594
12/06/2021,India,249033094,3621139,202207183,46825911,202207183
13/06/2021,India,250656362,1623268,203705131,46951231,203705131
14/06/2021,India,254653040,3996678,207274441,47378599,207274441
15/06/2021,India,257605528,2952488,209816439,47789089,209816439
16/06/2021,India,261118468,3512940,212945352,48173116,212945352
17/06/2021,India,264537245,3418777,215944608,48592637,215944608
18/06/2021,India,267951571,3414326,218956863,48994708,218956863
19/06/2021,India,271833642,3882071,222316897,49516745,222316897
20/06/2021,India,275018693,3185051,225211708,49806985,225211708
21/06/2021,India,283891764,8873071,233288807,50602957,233288807
22/06/2021,India,289961746,6069982,238685516,51276230,238685516
23/06/2021,India,296892521,6930775,244944880,51947641,244944880
24/06/2021,India,303426850,6534329,250656880,52769970,250656880
25/06/2021,India,309802519,6375669,256135000,53667519,
26/06/2021,India,316535775,6733256,261705883,54829892,
27/06/2021,India,318473492,1937717,263289938,55183554,
28/06/2021,India,323836329,5362837,267485789,56350540,
29/06/2021,India,327685422,3849093,270392224,57293198,
30/06/2021,India,330553623,2868201,272487181,58066442,
01/07/2021,India,334913220,4359597,275842378,59070842,
02/07/2021,India,339447068,4533848,279132514,60314554,
03/07/2021,India,346054022,6606954,283527017,62527005,
04/07/2021,India,347766247,1712225,284750483,63015764,
05/07/2021,India,352412289,4646042,287588808,64823481,
06/07/2021,India,356192949,3780660,290132865,66060084,
07/07/2021,India,359728245,3535296,292326546,67401699,
08/07/2021,India,363866177,4137932,295113298,68752879,
09/07/2021,India,367079052,3212875,297184419,69894633,
10/07/2021,India,370921397,3842345,299620148,71301249,
11/07/2021,India,372249777,1328380,300474970,71774807,
12/07/2021,India,376350562,4100785,303057816,73292746,
13/07/2021,India,380212639,3862077,305477371,74735268,
14/07/2021,India,386288141,6075502,310042014,76246127,
15/07/2021,India,390286930,3998789,312624872,77662058,
16/07/2021,India,394641704,4354774,315177274,79464430,
17/07/2021,India,399873648,5231944,318403675,81469973,
18/07/2021,India,401441969,1568321,319469878,81972091,
19/07/2021,India,406790133,5348164,322905680,83884453,
20/07/2021,India,410430826,3640693,325242678,85188148,
21/07/2021,India,412817034,2386208,326792911,86024123,
22/07/2021,India,418366838,5549804,330465663,87901175,
23/07/2021,India,422845298,4478460,333352959,89492339,
24/07/2021,India,428109930,5264632,336917806,91192124,
25/07/2021,India,430170531,2060601,338346937,91823594,
26/07/2021,India,436861480,6690949,343039824,93821656,
27/07/2021,India,441128674,4267194,345867755,95260919,
28/07/2021,India,445696580,4567906,349104325,96592255,
29/07/2021,India,450997892,5301312,352679959,98317933,
30/07/2021,India,456471250,5473358,356348903,100122347,
31/07/2021,India,463113439,6642189,361264651,101848788,
01/08/2021,India,467769865,4656426,365110984,102658881,
02/08/2021,India,473977156,6207291,369654820,104322336,
03/08/2021,India,480643928,6666772,375040194,105603734,
04/08/2021,India,484911273,4267345,378269912,106641361,
05/08/2021,India,490760938,5849665,382658786,108102152,
06/08/2021,India,500087070,9326132,390344882,109742188,
07/08/2021,India,505787038,5699968,394599261,111187777,
08/08/2021,India,507727903,1940865,395961470,111766433,
09/08/2021,India,513228400,5500497,400150406,113077994,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Andaman and Nicobar Islands,23,23,23,0,23
17/01/2021,Andaman and Nicobar Islands,23,0,23,0,23
18/01/2021,Andaman and Nicobar Islands,42,19,42,0,42
19/01/2021,Andaman and Nicobar Islands,89,47,89,0,89
20/01/2021,Andaman and Nicobar Islands,124,35,124,0,124
21/01/2021,Andaman and Nicobar Islands,239,115,239,0,239
22/01/2021,Andaman and Nicobar Islands,552,313,552,0,552
23/01/2021,Andaman and Nicobar Islands,920,368,920,0,920
24/01/2021,Andaman and Nicobar Islands,966,46,966,0,966
25/01/2021,Andaman and Nicobar Islands,1519,553,1519,0,1519
26/01/2021,Andaman and Nicobar Islands,1519,0,1519,0,1519
27/01/2021,Andaman and Nicobar Islands,1519,0,1519,0,1519
28/01/2021,Andaman and Nicobar Islands,1956,437,1956,0,1956
29/01/2021,Andaman and Nicobar Islands,2024,68,2024,0,2024
30/01/2021,Andaman and Nicobar Islands,2060,36,2060,0,2060
31/01/2021,Andaman and Nicobar Islands,2060,0,2060,0,2060
01/02/2021,Andaman and Nicobar Islands,2060,0,2060,0,2060
02/02/2021,Andaman and Nicobar Islands,2060,0,2060,0,2060
03/02/2021,Andaman and Nicobar Islands,2107,47,2107,0,2107
04/02/2021,Andaman and Nicobar Islands,2290,183,2290,0,2290
05/02/2021,Andaman and Nicobar Islands,2514,224,2514,0,2514
06/02/2021,Andaman and Nicobar Islands,2780,266,2780,0,2780
07/02/2021,Andaman and Nicobar Islands,2780,0,2780,0,2780
08/02/2021,Andaman and Nicobar Islands,2780,0,2780,0,2780
09/02/2021,Andaman and Nicobar Islands,2780,0,2780,0,2780
10/02/2021,Andaman and Nicobar Islands,2780,0,2780,0,2780
11/02/2021,Andaman and Nicobar Islands,2780,0,2780,0,2780
12/02/2021,Andaman and Nicobar Islands,2852,72,2852,0,2852
13/02/2021,Andaman and Nicobar Islands,3040,188,3040,0,3040
14/02/2021,Andaman and Nicobar Islands,3040,0,3040,0,3040
15/02/2021,Andaman and Nicobar Islands,3467,427,3363,104,3363
16/02/2021,Andaman and Nicobar Islands,3467,0,3363,104,3363
17/02/2021,Andaman and Nicobar Islands,3664,197,3560,104,3560
18/02/2021,Andaman and Nicobar Islands,3846,182,3505,341,3505
19/02/2021,Andaman and Nicobar Islands,4898,1052,4246,652,4246
20/02/2021,Andaman and Nicobar Islands,5653,755,4707,946,4707
21/02/2021,Andaman and Nicobar Islands,5653,0,4707,946,4707
22/02/2021,Andaman and Nicobar Islands,6856,1203,5358,1498,5358
23/02/2021,Andaman and Nicobar Islands,7058,202,5436,1622,5436
24/02/2021,Andaman and Nicobar Islands,7240,182,5518,1722,5518
25/02/2021,Andaman and Nicobar Islands,7763,523,5867,1896,5867
26/02/2021,Andaman and Nicobar Islands,7989,226,6029,1960,6029
27/02/2021,Andaman and Nicobar Islands,7989,0,6029,1960,6029
28/02/2021,Andaman and Nicobar Islands,7989,0,6029,1960,6029
01/03/2021,Andaman and Nicobar Islands,7989,0,6029,1960,6029
02/03/2021,Andaman and Nicobar Islands,8724,735,6638,2086,6638
03/03/2021,Andaman and Nicobar Islands,8837,113,6749,2088,6749
04/03/2021,Andaman and Nicobar Islands,9361,524,7266,2095,7266
05/03/2021,Andaman and Nicobar Islands,9897,536,7799,2098,7799
06/03/2021,Andaman and Nicobar Islands,10498,601,8288,2210,8288
07/03/2021,Andaman and Nicobar Islands,11101,603,8848,2253,8848
08/03/2021,Andaman and Nicobar Islands,12004,903,9629,2375,9629
09/03/2021,Andaman and Nicobar Islands,9932,-2072,7542,2390,9932
10/03/2021,Andaman and Nicobar Islands,10161,229,7735,2426,10161
11/03/2021,Andaman and Nicobar Islands,10704,543,8218,2486,10704
12/03/2021,Andaman and Nicobar Islands,11321,617,8735,2586,11321
13/03/2021,Andaman and Nicobar Islands,11638,317,8899,2739,11638
14/03/2021,Andaman and Nicobar Islands,11693,55,8926,2767,11693
15/03/2021,Andaman and Nicobar Islands,12045,352,9202,2843,12045
16/03/2021,Andaman and Nicobar Islands,14826,2781,11950,2876,11950
17/03/2021,Andaman and Nicobar Islands,15489,663,12509,2980,12509
18/03/2021,Andaman and Nicobar Islands,16131,642,12948,3183,12948
19/03/2021,Andaman and Nicobar Islands,16612,481,13293,3319,13293
20/03/2021,Andaman and Nicobar Islands,17451,839,13852,3599,13852
21/03/2021,Andaman and Nicobar Islands,17478,27,13868,3610,13868
22/03/2021,Andaman and Nicobar Islands,18085,607,14327,3758,14327
23/03/2021,Andaman and Nicobar Islands,19121,1036,15017,4104,15017
24/03/2021,Andaman and Nicobar Islands,19693,572,15247,4446,15247
25/03/2021,Andaman and Nicobar Islands,20318,625,15652,4666,15652
26/03/2021,Andaman and Nicobar Islands,20789,471,15933,4856,15933
27/03/2021,Andaman and Nicobar Islands,21356,567,16292,5064,16292
28/03/2021,Andaman and Nicobar Islands,21358,2,16293,5065,16293
29/03/2021,Andaman and Nicobar Islands,21357,-1,16292,5065,16292
30/03/2021,Andaman and Nicobar Islands,21840,483,16701,5139,16701
31/03/2021,Andaman and Nicobar Islands,21938,98,16798,5140,16798
01/04/2021,Andaman and Nicobar Islands,22608,670,17435,5173,17435
02/04/2021,Andaman and Nicobar Islands,22738,130,17559,5179,17559
03/04/2021,Andaman and Nicobar Islands,23221,483,17998,5223,17998
04/04/2021,Andaman and Nicobar Islands,23901,680,18677,5224,18677
05/04/2021,Andaman and Nicobar Islands,24774,873,19499,5275,19499
06/04/2021,Andaman and Nicobar Islands,25766,992,20445,5321,20445
07/04/2021,Andaman and Nicobar Islands,27978,2212,22631,5347,22631
08/04/2021,Andaman and Nicobar Islands,30766,2788,25363,5403,25363
09/04/2021,Andaman and Nicobar Islands,33217,2451,27698,5519,27698
10/04/2021,Andaman and Nicobar Islands,35433,2216,29863,5570,29863
11/04/2021,Andaman and Nicobar Islands,37624,2191,32012,5612,32012
12/04/2021,Andaman and Nicobar Islands,42285,4661,36572,5713,36572
13/04/2021,Andaman and Nicobar Islands,48845,6560,43013,5832,43013
14/04/2021,Andaman and Nicobar Islands,55595,6750,49654,5941,49654
15/04/2021,Andaman and Nicobar Islands,60857,5262,54778,6079,54778
16/04/2021,Andaman and Nicobar Islands,67662,6805,61339,6323,61339
17/04/2021,Andaman and Nicobar Islands,74019,6357,67451,6568,67451
18/04/2021,Andaman and Nicobar Islands,78153,4134,71275,6878,71275
19/04/2021,Andaman and Nicobar Islands,83028,4875,75675,7353,75675
20/04/2021,Andaman and Nicobar Islands,86910,3882,78973,7937,78973
21/04/2021,Andaman and Nicobar Islands,89072,2162,80901,8171,80901
22/04/2021,Andaman and Nicobar Islands,91833,2761,83233,8600,83233
23/04/2021,Andaman and Nicobar Islands,94166,2333,85201,8965,85201
24/04/2021,Andaman and Nicobar Islands,96093,1927,86796,9297,86796
25/04/2021,Andaman and Nicobar Islands,97392,1299,87865,9527,87865
26/04/2021,Andaman and Nicobar Islands,99109,1717,89290,9819,89290
27/04/2021,Andaman and Nicobar Islands,100571,1462,90454,10117,90454
28/04/2021,Andaman and Nicobar Islands,101770,1199,91394,10376,91394
29/04/2021,Andaman and Nicobar Islands,102998,1228,92417,10581,92417
30/04/2021,Andaman and Nicobar Islands,104374,1376,93493,10881,93493
01/05/2021,Andaman and Nicobar Islands,105090,716,94002,11088,94002
02/05/2021,Andaman and Nicobar Islands,105285,195,94125,11160,94125
03/05/2021,Andaman and Nicobar Islands,106250,965,94633,11617,94633
04/05/2021,Andaman and Nicobar Islands,107018,768,95064,11954,95064
05/05/2021,Andaman and Nicobar Islands,107955,937,95500,12455,95500
06/05/2021,Andaman and Nicobar Islands,109060,1105,96229,12831,96229
07/05/2021,Andaman and Nicobar Islands,110161,1101,96970,13191,96970
08/05/2021,Andaman and Nicobar Islands,111168,1007,97639,13529,97639
09/05/2021,Andaman and Nicobar Islands,111285,117,97748,13537,97748
10/05/2021,Andaman and Nicobar Islands,112403,1118,98439,13964,98439
11/05/2021,Andaman and Nicobar Islands,113019,616,98845,14174,98845
12/05/2021,Andaman and Nicobar Islands,113622,603,99218,14404,99218
13/05/2021,Andaman and Nicobar Islands,114400,778,99602,14798,99602
14/05/2021,Andaman and Nicobar Islands,114498,98,99690,14808,99690
15/05/2021,Andaman and Nicobar Islands,115188,690,100058,15130,100058
16/05/2021,Andaman and Nicobar Islands,115188,0,100058,15130,100058
17/05/2021,Andaman and Nicobar Islands,115627,439,100492,15135,100492
18/05/2021,Andaman and Nicobar Islands,115911,284,100773,15138,100773
19/05/2021,Andaman and Nicobar Islands,116427,516,101277,15150,101277
20/05/2021,Andaman and Nicobar Islands,117180,753,102027,15153,102027
21/05/2021,Andaman and Nicobar Islands,117950,770,102795,15155,102795
22/05/2021,Andaman and Nicobar Islands,118761,811,103605,15156,103605
23/05/2021,Andaman and Nicobar Islands,119144,383,103988,15156,103988
24/05/2021,Andaman and Nicobar Islands,119595,451,104439,15156,104439
25/05/2021,Andaman and Nicobar Islands,120282,687,105124,15158,105124
26/05/2021,Andaman and Nicobar Islands,121091,809,105933,15158,105933
27/05/2021,Andaman and Nicobar Islands,121709,618,106548,15161,106548
28/05/2021,Andaman and Nicobar Islands,122466,757,107304,15162,107304
29/05/2021,Andaman and Nicobar Islands,123483,1017,108317,15166,108317
30/05/2021,Andaman and Nicobar Islands,123725,242,108559,15166,108559
31/05/2021,Andaman and Nicobar Islands,124268,543,109087,15181,109087
01/06/2021,Andaman and Nicobar Islands,125007,739,109821,15186,109821
02/06/2021,Andaman and Nicobar Islands,125514,507,110323,15191,110323
03/06/2021,Andaman and Nicobar Islands,126200,686,111001,15199,111001
04/06/2021,Andaman and Nicobar Islands,126713,513,111506,15207,111506
05/06/2021,Andaman and Nicobar Islands,127194,481,111971,15223,111971
06/06/2021,Andaman and Nicobar Islands,127202,8,111979,15223,111979
07/06/2021,Andaman and Nicobar Islands,127759,557,112507,15252,112507
08/06/2021,Andaman and Nicobar Islands,128195,436,112917,15278,112917
09/06/2021,Andaman and Nicobar Islands,128498,303,113207,15291,113207
10/06/2021,Andaman and Nicobar Islands,129402,904,114098,15304,114098
11/06/2021,Andaman and Nicobar Islands,130173,771,114850,15323,114850
12/06/2021,Andaman and Nicobar Islands,131060,887,115708,15352,115708
13/06/2021,Andaman and Nicobar Islands,131063,3,115711,15352,115711
14/06/2021,Andaman and Nicobar Islands,132004,941,116632,15372,116632
15/06/2021,Andaman and Nicobar Islands,132939,935,117545,15394,117545
16/06/2021,Andaman and Nicobar Islands,133931,992,118511,15420,118511
17/06/2021,Andaman and Nicobar Islands,134897,966,119448,15449,119448
18/06/2021,Andaman and Nicobar Islands,135850,953,120382,15468,120382
19/06/2021,Andaman and Nicobar Islands,136707,857,121201,15506,121201
20/06/2021,Andaman and Nicobar Islands,136708,1,121202,15506,121202
21/06/2021,Andaman and Nicobar Islands,137495,787,121964,15531,121964
22/06/2021,Andaman and Nicobar Islands,140296,2801,124729,15567,124729
23/06/2021,Andaman and Nicobar Islands,144234,3938,128630,15604,128630
24/06/2021,Andaman and Nicobar Islands,149318,5084,133533,15785,133533
25/06/2021,Andaman and Nicobar Islands,154100,4782,138254,15846,
26/06/2021,Andaman and Nicobar Islands,159630,5530,143329,16301,
27/06/2021,Andaman and Nicobar Islands,161325,1695,145019,16306,
28/06/2021,Andaman and Nicobar Islands,165921,4596,148486,17435,
29/06/2021,Andaman and Nicobar Islands,171590,5669,153048,18542,
30/06/2021,Andaman and Nicobar Islands,176293,4703,156470,19823,
01/07/2021,Andaman and Nicobar Islands,178502,2209,157304,21198,
02/07/2021,Andaman and Nicobar Islands,181221,2719,158335,22886,
03/07/2021,Andaman and Nicobar Islands,184103,2882,159330,24773,
04/07/2021,Andaman and Nicobar Islands,184515,412,159342,25173,
05/07/2021,Andaman and Nicobar Islands,189428,4913,160292,29136,
06/07/2021,Andaman and Nicobar Islands,196475,7047,161400,35075,
07/07/2021,Andaman and Nicobar Islands,202865,6390,162373,40492,
08/07/2021,Andaman and Nicobar Islands,208594,5729,163284,45310,
09/07/2021,Andaman and Nicobar Islands,215725,7131,164079,51646,
10/07/2021,Andaman and Nicobar Islands,222583,6858,166096,56487,
11/07/2021,Andaman and Nicobar Islands,223059,476,166343,56716,
12/07/2021,Andaman and Nicobar Islands,230450,7391,168328,62122,
13/07/2021,Andaman and Nicobar Islands,236645,6195,170392,66253,
14/07/2021,Andaman and Nicobar Islands,246669,10024,177013,69656,
15/07/2021,Andaman and Nicobar Islands,251147,4478,178771,72376,
16/07/2021,Andaman and Nicobar Islands,254814,3667,179879,74935,
17/07/2021,Andaman and Nicobar Islands,257871,3057,180673,77198,
18/07/2021,Andaman and Nicobar Islands,258110,239,180805,77305,
19/07/2021,Andaman and Nicobar Islands,261259,3149,181725,79534,
20/07/2021,Andaman and Nicobar Islands,265699,4440,184157,81542,
21/07/2021,Andaman and Nicobar Islands,265754,55,184160,81594,
22/07/2021,Andaman and Nicobar Islands,270664,4910,187006,83658,
23/07/2021,Andaman and Nicobar Islands,275377,4713,190151,85226,
24/07/2021,Andaman and Nicobar Islands,279195,3818,192718,86477,
25/07/2021,Andaman and Nicobar Islands,279839,644,193281,86558,
26/07/2021,Andaman and Nicobar Islands,282966,3127,195082,87884,
27/07/2021,Andaman and Nicobar Islands,286856,3890,197991,88865,
28/07/2021,Andaman and Nicobar Islands,290801,3945,201244,89557,
29/07/2021,Andaman and Nicobar Islands,294198,3397,203975,90223,
30/07/2021,Andaman and Nicobar Islands,296896,2698,206031,90865,
31/07/2021,Andaman and Nicobar Islands,298969,2073,207419,91550,
01/08/2021,Andaman and Nicobar Islands,301367,2398,209737,91630,
02/08/2021,Andaman and Nicobar Islands,302726,1359,210578,92148,
03/08/2021,Andaman and Nicobar Islands,304142,1416,211561,92581,
04/08/2021,Andaman and Nicobar Islands,305729,1587,212571,93158,
05/08/2021,Andaman and Nicobar Islands,307014,1285,213457,93557,
06/08/2021,Andaman and Nicobar Islands,308177,1163,214333,93844,
07/08/2021,Andaman and Nicobar Islands,309270,1093,215021,94249,
08/08/2021,Andaman and Nicobar Islands,309349,79,215077,94272,
09/08/2021,Andaman and Nicobar Islands,310643,1294,216046,94597,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Andhra Pradesh,4216,4216,4216,0,4216
17/01/2021,Andhra Pradesh,9251,5035,9251,0,9251
18/01/2021,Andhra Pradesh,12234,2983,12234,0,12234
19/01/2021,Andhra Pradesh,25539,13305,25539,0,25539
20/01/2021,Andhra Pradesh,35901,10362,35901,0,35901
21/01/2021,Andhra Pradesh,45040,9139,45040,0,45040
22/01/2021,Andhra Pradesh,55697,10657,55697,0,55697
23/01/2021,Andhra Pradesh,70380,14683,70380,0,70380
24/01/2021,Andhra Pradesh,74221,3841,74221,0,74221
25/01/2021,Andhra Pradesh,89879,15658,89879,0,89879
26/01/2021,Andhra Pradesh,90616,737,90616,0,90616
27/01/2021,Andhra Pradesh,107999,17383,107999,0,107999
28/01/2021,Andhra Pradesh,117543,9544,117543,0,117543
29/01/2021,Andhra Pradesh,124647,7104,124647,0,124647
30/01/2021,Andhra Pradesh,133571,8924,133571,0,133571
31/01/2021,Andhra Pradesh,133623,52,133623,0,133623
01/02/2021,Andhra Pradesh,133642,19,133642,0,133642
02/02/2021,Andhra Pradesh,133646,4,133646,0,133646
03/02/2021,Andhra Pradesh,161302,27656,161302,0,161302
04/02/2021,Andhra Pradesh,188704,27402,188704,0,188704
05/02/2021,Andhra Pradesh,218899,30195,218899,0,218899
06/02/2021,Andhra Pradesh,245938,27039,245938,0,245938
07/02/2021,Andhra Pradesh,249205,3267,249205,0,249205
08/02/2021,Andhra Pradesh,263588,14383,263588,0,263588
09/02/2021,Andhra Pradesh,275654,12066,275654,0,275654
10/02/2021,Andhra Pradesh,286401,10747,286401,0,286401
11/02/2021,Andhra Pradesh,294574,8173,294574,0,294574
12/02/2021,Andhra Pradesh,303031,8457,303031,0,303031
13/02/2021,Andhra Pradesh,319740,16709,313507,6233,313507
14/02/2021,Andhra Pradesh,319743,3,313509,6234,313509
15/02/2021,Andhra Pradesh,345830,26087,329041,16789,329041
16/02/2021,Andhra Pradesh,370880,25050,344146,26734,344146
17/02/2021,Andhra Pradesh,402851,31971,364844,38007,364844
18/02/2021,Andhra Pradesh,414038,11187,359785,54253,359785
