date,time,state,cases
13/07/2020,8:00 AM,Karnataka,38843
13/07/2020,8:00 AM,Kerala,7873
13/07/2020,8:00 AM,Ladakh,1086
13/07/2020,8:00 AM,Madhya Pradesh,17632
13/07/2020,8:00 AM,Maharashtra,254427
13/07/2020,8:00 AM,Manipur,1609
13/07/2020,8:00 AM,Meghalaya,306
13/07/2020,8:00 AM,Mizoram,231
13/07/2020,8:00 AM,Nagaland,774
13/07/2020,8:00 AM,Odisha,13121
13/07/2020,8:00 AM,Puducherry,1418
13/07/2020,8:00 AM,Punjab,7821
13/07/2020,8:00 AM,Rajasthan,24392
13/07/2020,8:00 AM,Sikkim,153
13/07/2020,8:00 AM,Tamil Nadu,138470
13/07/2020,8:00 AM,Telengana,34671
13/07/2020,8:00 AM,Tripura,2054
13/07/2020,8:00 AM,Uttarakhand,3537
13/07/2020,8:00 AM,Uttar Pradesh,36476
13/07/2020,8:00 AM,West Bengal,30013
13/07/2020,8:00 AM,Cases being reassigned to states,2358
14/07/2020,8:00 AM,Andaman and Nicobar Islands,166
14/07/2020,8:00 AM,Andhra Pradesh,31103
14/07/2020,8:00 AM,Arunachal Pradesh,387
14/07/2020,8:00 AM,Assam,16806
14/07/2020,8:00 AM,Bihar,17959
14/07/2020,8:00 AM,Chandigarh,588
14/07/2020,8:00 AM,Chhattisgarh,4217
14/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,495
14/07/2020,8:00 AM,Delhi,113740
14/07/2020,8:00 AM,Goa,2583
14/07/2020,8:00 AM,Gujarat,42722
14/07/2020,8:00 AM,Haryana,21894
14/07/2020,8:00 AM,Himachal Pradesh,1243
14/07/2020,8:00 AM,Jammu and Kashmir,10827
14/07/2020,8:00 AM,Jharkhand,3898
14/07/2020,8:00 AM,Karnataka,41581
14/07/2020,8:00 AM,Kerala,8322
14/07/2020,8:00 AM,Ladakh,1093
14/07/2020,8:00 AM,Madhya Pradesh,18207
14/07/2020,8:00 AM,Maharashtra,260924
14/07/2020,8:00 AM,Manipur,1626
14/07/2020,8:00 AM,Meghalaya,318
14/07/2020,8:00 AM,Mizoram,233
14/07/2020,8:00 AM,Nagaland,845
14/07/2020,8:00 AM,Odisha,13737
14/07/2020,8:00 AM,Puducherry,1468
14/07/2020,8:00 AM,Punjab,8178
14/07/2020,8:00 AM,Rajasthan,24936
14/07/2020,8:00 AM,Sikkim,192
14/07/2020,8:00 AM,Tamil Nadu,142798
14/07/2020,8:00 AM,Telengana,36221
14/07/2020,8:00 AM,Tripura,2080
14/07/2020,8:00 AM,Uttarakhand,3608
14/07/2020,8:00 AM,Uttar Pradesh,38130
14/07/2020,8:00 AM,West Bengal,31448
14/07/2020,8:00 AM,Cases being reassigned to states,2179
15/07/2020,8:00 AM,Andaman and Nicobar Islands,166
15/07/2020,8:00 AM,Andhra Pradesh,33019
15/07/2020,8:00 AM,Arunachal Pradesh,462
15/07/2020,8:00 AM,Assam,17807
15/07/2020,8:00 AM,Bihar,19284
15/07/2020,8:00 AM,Chandigarh,600
15/07/2020,8:00 AM,Chhattisgarh,4379
15/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,520
15/07/2020,8:00 AM,Delhi,115346
15/07/2020,8:00 AM,Goa,2753
15/07/2020,8:00 AM,Gujarat,43637
15/07/2020,8:00 AM,Haryana,22628
15/07/2020,8:00 AM,Himachal Pradesh,1309
15/07/2020,8:00 AM,Jammu and Kashmir,11173
15/07/2020,8:00 AM,Jharkhand,4091
15/07/2020,8:00 AM,Karnataka,44077
15/07/2020,8:00 AM,Kerala,8930
15/07/2020,8:00 AM,Ladakh,1093
15/07/2020,8:00 AM,Madhya Pradesh,19005
15/07/2020,8:00 AM,Maharashtra,267665
15/07/2020,8:00 AM,Manipur,1672
15/07/2020,8:00 AM,Meghalaya,318
15/07/2020,8:00 AM,Mizoram,238
15/07/2020,8:00 AM,Nagaland,896
15/07/2020,8:00 AM,Odisha,14280
15/07/2020,8:00 AM,Puducherry,1531
15/07/2020,8:00 AM,Punjab,8511
15/07/2020,8:00 AM,Rajasthan,25571
15/07/2020,8:00 AM,Sikkim,209
15/07/2020,8:00 AM,Tamil Nadu,147324
15/07/2020,8:00 AM,Telengana,37745
15/07/2020,8:00 AM,Tripura,2170
15/07/2020,8:00 AM,Uttarakhand,3686
15/07/2020,8:00 AM,Uttar Pradesh,39724
15/07/2020,8:00 AM,West Bengal,32838
15/07/2020,8:00 AM,Cases being reassigned to states,1524
16/07/2020,8:00 AM,Andaman and Nicobar Islands,176
16/07/2020,8:00 AM,Andhra Pradesh,35451
16/07/2020,8:00 AM,Arunachal Pradesh,462
16/07/2020,8:00 AM,Assam,18666
16/07/2020,8:00 AM,Bihar,20612
16/07/2020,8:00 AM,Chandigarh,625
16/07/2020,8:00 AM,Chhattisgarh,4539
16/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,539
16/07/2020,8:00 AM,Delhi,116993
16/07/2020,8:00 AM,Goa,2951
16/07/2020,8:00 AM,Gujarat,44552
16/07/2020,8:00 AM,Haryana,23306
16/07/2020,8:00 AM,Himachal Pradesh,1341
16/07/2020,8:00 AM,Jammu and Kashmir,11666
16/07/2020,8:00 AM,Jharkhand,4320
16/07/2020,8:00 AM,Karnataka,47253
16/07/2020,8:00 AM,Kerala,9553
16/07/2020,8:00 AM,Ladakh,1142
16/07/2020,8:00 AM,Madhya Pradesh,19643
16/07/2020,8:00 AM,Maharashtra,275640
16/07/2020,8:00 AM,Manipur,1700
16/07/2020,8:00 AM,Meghalaya,346
16/07/2020,8:00 AM,Mizoram,238
16/07/2020,8:00 AM,Nagaland,902
16/07/2020,8:00 AM,Odisha,14898
16/07/2020,8:00 AM,Puducherry,1596
16/07/2020,8:00 AM,Punjab,8799
16/07/2020,8:00 AM,Rajasthan,26437
16/07/2020,8:00 AM,Sikkim,220
16/07/2020,8:00 AM,Tamil Nadu,151820
16/07/2020,8:00 AM,Telengana,39342
16/07/2020,8:00 AM,Tripura,2268
16/07/2020,8:00 AM,Uttarakhand,3785
16/07/2020,8:00 AM,Uttar Pradesh,41383
16/07/2020,8:00 AM,West Bengal,34427
16/07/2020,8:00 AM,Cases being reassigned to states,1285
17/07/2020,8:00 AM,Andaman and Nicobar Islands,180
17/07/2020,8:00 AM,Andhra Pradesh,38044
17/07/2020,8:00 AM,Arunachal Pradesh,543
17/07/2020,8:00 AM,Assam,19754
17/07/2020,8:00 AM,Bihar,21764
17/07/2020,8:00 AM,Chandigarh,651
17/07/2020,8:00 AM,Chhattisgarh,4732
17/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,552
17/07/2020,8:00 AM,Delhi,118645
17/07/2020,8:00 AM,Goa,3108
17/07/2020,8:00 AM,Gujarat,45481
17/07/2020,8:00 AM,Haryana,24002
17/07/2020,8:00 AM,Himachal Pradesh,1377
17/07/2020,8:00 AM,Jammu and Kashmir,12156
17/07/2020,8:00 AM,Jharkhand,4624
17/07/2020,8:00 AM,Karnataka,51422
17/07/2020,8:00 AM,Kerala,10275
17/07/2020,8:00 AM,Ladakh,1147
17/07/2020,8:00 AM,Madhya Pradesh,20378
17/07/2020,8:00 AM,Maharashtra,284281
17/07/2020,8:00 AM,Manipur,1764
17/07/2020,8:00 AM,Meghalaya,377
17/07/2020,8:00 AM,Mizoram,272
17/07/2020,8:00 AM,Nagaland,916
17/07/2020,8:00 AM,Odisha,15392
17/07/2020,8:00 AM,Puducherry,1743
17/07/2020,8:00 AM,Punjab,9094
17/07/2020,8:00 AM,Rajasthan,27174
17/07/2020,8:00 AM,Sikkim,243
17/07/2020,8:00 AM,Tamil Nadu,156369
17/07/2020,8:00 AM,Telengana,41018
17/07/2020,8:00 AM,Tripura,2283
17/07/2020,8:00 AM,Uttarakhand,3982
17/07/2020,8:00 AM,Uttar Pradesh,43441
17/07/2020,8:00 AM,West Bengal,36117
17/07/2020,8:00 AM,Cases being reassigned to states,531
18/07/2020,8:00 AM,Andaman and Nicobar Islands,194
18/07/2020,8:00 AM,Andhra Pradesh,40646
18/07/2020,8:00 AM,Arunachal Pradesh,609
18/07/2020,8:00 AM,Assam,20646
18/07/2020,8:00 AM,Bihar,23589
18/07/2020,8:00 AM,Chandigarh,660
18/07/2020,8:00 AM,Chhattisgarh,4964
18/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,585
18/07/2020,8:00 AM,Delhi,120107
18/07/2020,8:00 AM,Goa,3304
18/07/2020,8:00 AM,Gujarat,46430
18/07/2020,8:00 AM,Haryana,24797
18/07/2020,8:00 AM,Himachal Pradesh,1417
18/07/2020,8:00 AM,Jammu and Kashmir,12757
18/07/2020,8:00 AM,Jharkhand,4921
18/07/2020,8:00 AM,Karnataka,55115
18/07/2020,8:00 AM,Kerala,11066
18/07/2020,8:00 AM,Ladakh,1151
18/07/2020,8:00 AM,Madhya Pradesh,21081
18/07/2020,8:00 AM,Maharashtra,292589
18/07/2020,8:00 AM,Manipur,1800
18/07/2020,8:00 AM,Meghalaya,403
18/07/2020,8:00 AM,Mizoram,282
18/07/2020,8:00 AM,Nagaland,956
18/07/2020,8:00 AM,Odisha,16110
18/07/2020,8:00 AM,Puducherry,1832
18/07/2020,8:00 AM,Punjab,9442
18/07/2020,8:00 AM,Rajasthan,27789
18/07/2020,8:00 AM,Sikkim,266
18/07/2020,8:00 AM,Tamil Nadu,160907
18/07/2020,8:00 AM,Telengana,42496
18/07/2020,8:00 AM,Tripura,2366
18/07/2020,8:00 AM,Uttarakhand,4102
18/07/2020,8:00 AM,Uttar Pradesh,45163
18/07/2020,8:00 AM,West Bengal,38011
18/07/2020,8:00 AM,Cases being reassigned to states,163
19/07/2020,8:00 AM,Andaman and Nicobar Islands,198
19/07/2020,8:00 AM,Andhra Pradesh,44609
19/07/2020,8:00 AM,Arunachal Pradesh,650
19/07/2020,8:00 AM,Assam,22918
19/07/2020,8:00 AM,Bihar,25136
19/07/2020,8:00 AM,Chandigarh,700
19/07/2020,8:00 AM,Chhattisgarh,5233
19/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,602
19/07/2020,8:00 AM,Delhi,121582
19/07/2020,8:00 AM,Goa,3484
19/07/2020,8:00 AM,Gujarat,47390
19/07/2020,8:00 AM,Haryana,25547
19/07/2020,8:00 AM,Himachal Pradesh,1457
19/07/2020,8:00 AM,Jammu and Kashmir,13198
19/07/2020,8:00 AM,Jharkhand,5342
19/07/2020,8:00 AM,Karnataka,59652
19/07/2020,8:00 AM,Kerala,11659
19/07/2020,8:00 AM,Ladakh,1159
19/07/2020,8:00 AM,Madhya Pradesh,21763
19/07/2020,8:00 AM,Maharashtra,300937
19/07/2020,8:00 AM,Manipur,1891
19/07/2020,8:00 AM,Meghalaya,418
19/07/2020,8:00 AM,Mizoram,284
19/07/2020,8:00 AM,Nagaland,978
19/07/2020,8:00 AM,Odisha,16701
19/07/2020,8:00 AM,Puducherry,1894
19/07/2020,8:00 AM,Punjab,9792
19/07/2020,8:00 AM,Rajasthan,28500
19/07/2020,8:00 AM,Sikkim,275
19/07/2020,8:00 AM,Tamil Nadu,165714
19/07/2020,8:00 AM,Telengana,43780
19/07/2020,8:00 AM,Tripura,2654
19/07/2020,8:00 AM,Uttarakhand,4276
19/07/2020,8:00 AM,Uttar Pradesh,47036
19/07/2020,8:00 AM,West Bengal,40209
20/07/2020,8:00 AM,Andaman and Nicobar Islands,203
20/07/2020,8:00 AM,Andhra Pradesh,49650
20/07/2020,8:00 AM,Arunachal Pradesh,740
20/07/2020,8:00 AM,Assam,23999
20/07/2020,8:00 AM,Bihar,26569
20/07/2020,8:00 AM,Chandigarh,717
20/07/2020,8:00 AM,Chhattisgarh,5407
20/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,605
20/07/2020,8:00 AM,Delhi,122793
20/07/2020,8:00 AM,Goa,3657
20/07/2020,8:00 AM,Gujarat,48355
20/07/2020,8:00 AM,Haryana,26164
20/07/2020,8:00 AM,Himachal Pradesh,1483
20/07/2020,8:00 AM,Jammu and Kashmir,13899
20/07/2020,8:00 AM,Jharkhand,5535
20/07/2020,8:00 AM,Karnataka,63772
20/07/2020,8:00 AM,Kerala,12480
20/07/2020,8:00 AM,Ladakh,1178
20/07/2020,8:00 AM,Madhya Pradesh,22600
20/07/2020,8:00 AM,Maharashtra,310455
20/07/2020,8:00 AM,Manipur,1911
20/07/2020,8:00 AM,Meghalaya,450
20/07/2020,8:00 AM,Mizoram,284
20/07/2020,8:00 AM,Nagaland,988
20/07/2020,8:00 AM,Odisha,17437
20/07/2020,8:00 AM,Puducherry,1999
20/07/2020,8:00 AM,Punjab,10100
20/07/2020,8:00 AM,Rajasthan,29434
20/07/2020,8:00 AM,Sikkim,283
20/07/2020,8:00 AM,Tamil Nadu,170693
20/07/2020,8:00 AM,Telengana,45076
20/07/2020,8:00 AM,Tripura,2878
20/07/2020,8:00 AM,Uttarakhand,4515
20/07/2020,8:00 AM,Uttar Pradesh,49247
20/07/2020,8:00 AM,West Bengal,42487
21/07/2020,8:00 AM,Andaman and Nicobar Islands,207
21/07/2020,8:00 AM,Andhra Pradesh,53724
21/07/2020,8:00 AM,Arunachal Pradesh,790
21/07/2020,8:00 AM,Assam,25382
21/07/2020,8:00 AM,Bihar,27646
21/07/2020,8:00 AM,Chandigarh,737
21/07/2020,8:00 AM,Chhattisgarh,5561
21/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,684
21/07/2020,8:00 AM,Delhi,123747
21/07/2020,8:00 AM,Goa,3853
21/07/2020,8:00 AM,Gujarat,49353
21/07/2020,8:00 AM,Haryana,26858
21/07/2020,8:00 AM,Himachal Pradesh,1631
21/07/2020,8:00 AM,Jammu and Kashmir,14650
21/07/2020,8:00 AM,Jharkhand,5756
21/07/2020,8:00 AM,Karnataka,67420
21/07/2020,8:00 AM,Kerala,13274
21/07/2020,8:00 AM,Ladakh,1195
21/07/2020,8:00 AM,Madhya Pradesh,23310
21/07/2020,8:00 AM,Maharashtra,318695
21/07/2020,8:00 AM,Manipur,1925
21/07/2020,8:00 AM,Meghalaya,466
21/07/2020,8:00 AM,Mizoram,297
21/07/2020,8:00 AM,Nagaland,1021
21/07/2020,8:00 AM,Odisha,18110
21/07/2020,8:00 AM,Puducherry,2092
21/07/2020,8:00 AM,Punjab,10510
21/07/2020,8:00 AM,Rajasthan,30390
21/07/2020,8:00 AM,Sikkim,305
21/07/2020,8:00 AM,Tamil Nadu,175678
21/07/2020,8:00 AM,Telengana,46274
21/07/2020,8:00 AM,Tripura,3079
21/07/2020,8:00 AM,Uttarakhand,4642
21/07/2020,8:00 AM,Uttar Pradesh,51160
21/07/2020,8:00 AM,West Bengal,44769
22/07/2020,8:00 AM,Andaman and Nicobar Islands,212
22/07/2020,8:00 AM,Andhra Pradesh,58668
22/07/2020,8:00 AM,Arunachal Pradesh,858
22/07/2020,8:00 AM,Assam,25382
22/07/2020,8:00 AM,Bihar,28952
22/07/2020,8:00 AM,Chandigarh,751
22/07/2020,8:00 AM,Chhattisgarh,5729
22/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,705
22/07/2020,8:00 AM,Delhi,125096
22/07/2020,8:00 AM,Goa,4027
22/07/2020,8:00 AM,Gujarat,50379
22/07/2020,8:00 AM,Haryana,27462
22/07/2020,8:00 AM,Himachal Pradesh,1664
22/07/2020,8:00 AM,Jammu and Kashmir,15258
22/07/2020,8:00 AM,Jharkhand,6159
22/07/2020,8:00 AM,Karnataka,71069
22/07/2020,8:00 AM,Kerala,13994
22/07/2020,8:00 AM,Ladakh,1198
22/07/2020,8:00 AM,Madhya Pradesh,24095
22/07/2020,8:00 AM,Maharashtra,327031
22/07/2020,8:00 AM,Manipur,2015
22/07/2020,8:00 AM,Meghalaya,490
22/07/2020,8:00 AM,Mizoram,317
22/07/2020,8:00 AM,Nagaland,1030
22/07/2020,8:00 AM,Odisha,18757
22/07/2020,8:00 AM,Puducherry,2179
22/07/2020,8:00 AM,Punjab,10889
22/07/2020,8:00 AM,Rajasthan,31373
22/07/2020,8:00 AM,Sikkim,330
22/07/2020,8:00 AM,Tamil Nadu,180643
22/07/2020,8:00 AM,Telengana,47705
22/07/2020,8:00 AM,Tripura,3331
22/07/2020,8:00 AM,Uttarakhand,4849
22/07/2020,8:00 AM,Uttar Pradesh,53288
22/07/2020,8:00 AM,West Bengal,47030
23/07/2020,8:00 AM,Andaman and Nicobar Islands,221
23/07/2020,8:00 AM,Andhra Pradesh,64713
23/07/2020,8:00 AM,Arunachal Pradesh,949
23/07/2020,8:00 AM,Assam,26772
23/07/2020,8:00 AM,Bihar,30369
23/07/2020,8:00 AM,Chandigarh,793
23/07/2020,8:00 AM,Chhattisgarh,5968
23/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,733
23/07/2020,8:00 AM,Delhi,126323
23/07/2020,8:00 AM,Goa,4176
23/07/2020,8:00 AM,Gujarat,51399
23/07/2020,8:00 AM,Haryana,28186
23/07/2020,8:00 AM,Himachal Pradesh,1725
23/07/2020,8:00 AM,Jammu and Kashmir,15711
23/07/2020,8:00 AM,Jharkhand,6485
23/07/2020,8:00 AM,Karnataka,75833
23/07/2020,8:00 AM,Kerala,15032
23/07/2020,8:00 AM,Ladakh,1206
23/07/2020,8:00 AM,Madhya Pradesh,24842
23/07/2020,8:00 AM,Maharashtra,337607
23/07/2020,8:00 AM,Manipur,2060
23/07/2020,8:00 AM,Meghalaya,514
23/07/2020,8:00 AM,Mizoram,317
23/07/2020,8:00 AM,Nagaland,1084
23/07/2020,8:00 AM,Odisha,19835
23/07/2020,8:00 AM,Puducherry,2300
23/07/2020,8:00 AM,Punjab,11301
23/07/2020,8:00 AM,Rajasthan,32334
23/07/2020,8:00 AM,Sikkim,438
23/07/2020,8:00 AM,Tamil Nadu,186492
23/07/2020,8:00 AM,Telengana,49259
23/07/2020,8:00 AM,Tripura,3449
23/07/2020,8:00 AM,Uttarakhand,5300
23/07/2020,8:00 AM,Uttar Pradesh,55588
23/07/2020,8:00 AM,West Bengal,49321
24/07/2020,8:00 AM,Andaman and Nicobar Islands,240
24/07/2020,8:00 AM,Andhra Pradesh,72711
24/07/2020,8:00 AM,Arunachal Pradesh,991
24/07/2020,8:00 AM,Assam,28791
24/07/2020,8:00 AM,Bihar,31980
24/07/2020,8:00 AM,Chandigarh,800
24/07/2020,8:00 AM,Chhattisgarh,6254
24/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,770
24/07/2020,8:00 AM,Delhi,127364
24/07/2020,8:00 AM,Goa,4350
24/07/2020,8:00 AM,Gujarat,52477
24/07/2020,8:00 AM,Haryana,28975
24/07/2020,8:00 AM,Himachal Pradesh,1834
24/07/2020,8:00 AM,Jammu and Kashmir,16429
24/07/2020,8:00 AM,Jharkhand,6975
24/07/2020,8:00 AM,Karnataka,80863
24/07/2020,8:00 AM,Kerala,16110
24/07/2020,8:00 AM,Ladakh,1210
24/07/2020,8:00 AM,Madhya Pradesh,25474
24/07/2020,8:00 AM,Maharashtra,347502
24/07/2020,8:00 AM,Manipur,2115
24/07/2020,8:00 AM,Meghalaya,534
24/07/2020,8:00 AM,Mizoram,332
24/07/2020,8:00 AM,Nagaland,1174
24/07/2020,8:00 AM,Odisha,21099
24/07/2020,8:00 AM,Puducherry,2420
24/07/2020,8:00 AM,Punjab,11739
24/07/2020,8:00 AM,Rajasthan,33220
24/07/2020,8:00 AM,Sikkim,460
24/07/2020,8:00 AM,Tamil Nadu,192964
24/07/2020,8:00 AM,Telengana,50826
24/07/2020,8:00 AM,Tripura,3656
24/07/2020,8:00 AM,Uttarakhand,5445
24/07/2020,8:00 AM,Uttar Pradesh,58104
24/07/2020,8:00 AM,West Bengal,51757
25/07/2020,8:00 AM,Andaman and Nicobar Islands,259
25/07/2020,8:00 AM,Andhra Pradesh,80858
25/07/2020,8:00 AM,Arunachal Pradesh,1056
25/07/2020,8:00 AM,Assam,29921
25/07/2020,8:00 AM,Bihar,33926
25/07/2020,8:00 AM,Chandigarh,823
25/07/2020,8:00 AM,Chhattisgarh,6731
25/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,815
25/07/2020,8:00 AM,Delhi,128389
25/07/2020,8:00 AM,Goa,4540
25/07/2020,8:00 AM,Gujarat,53545
25/07/2020,8:00 AM,Haryana,29755
25/07/2020,8:00 AM,Himachal Pradesh,1954
25/07/2020,8:00 AM,Jammu and Kashmir,16782
25/07/2020,8:00 AM,Jharkhand,7493
25/07/2020,8:00 AM,Karnataka,85870
25/07/2020,8:00 AM,Kerala,16995
25/07/2020,8:00 AM,Ladakh,1246
25/07/2020,8:00 AM,Madhya Pradesh,26210
25/07/2020,8:00 AM,Maharashtra,357117
25/07/2020,8:00 AM,Manipur,2146
25/07/2020,8:00 AM,Meghalaya,588
25/07/2020,8:00 AM,Mizoram,361
25/07/2020,8:00 AM,Nagaland,1239
25/07/2020,8:00 AM,Odisha,22693
25/07/2020,8:00 AM,Puducherry,2515
25/07/2020,8:00 AM,Punjab,12216
25/07/2020,8:00 AM,Rajasthan,34178
25/07/2020,8:00 AM,Sikkim,477
25/07/2020,8:00 AM,Tamil Nadu,199749
25/07/2020,8:00 AM,Telengana,52466
25/07/2020,8:00 AM,Tripura,3759
25/07/2020,8:00 AM,Uttarakhand,5445
25/07/2020,8:00 AM,Uttar Pradesh,60771
25/07/2020,8:00 AM,West Bengal,53973
26/07/2020,8:00 AM,Andaman and Nicobar Islands,290
26/07/2020,8:00 AM,Andhra Pradesh,88671
26/07/2020,8:00 AM,Arunachal Pradesh,1126
26/07/2020,8:00 AM,Assam,31086
26/07/2020,8:00 AM,Bihar,36604
26/07/2020,8:00 AM,Chandigarh,852
26/07/2020,8:00 AM,Chhattisgarh,7087
26/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,860
26/07/2020,8:00 AM,Delhi,129531
26/07/2020,8:00 AM,Goa,4686
26/07/2020,8:00 AM,Gujarat,54626
26/07/2020,8:00 AM,Haryana,30538
26/07/2020,8:00 AM,Himachal Pradesh,2049
26/07/2020,8:00 AM,Jammu and Kashmir,17305
26/07/2020,8:00 AM,Jharkhand,7836
26/07/2020,8:00 AM,Karnataka,90942
26/07/2020,8:00 AM,Kerala,18098
26/07/2020,8:00 AM,Ladakh,1276
26/07/2020,8:00 AM,Madhya Pradesh,26926
26/07/2020,8:00 AM,Maharashtra,366368
26/07/2020,8:00 AM,Manipur,2176
26/07/2020,8:00 AM,Meghalaya,646
26/07/2020,8:00 AM,Mizoram,361
26/07/2020,8:00 AM,Nagaland,1289
26/07/2020,8:00 AM,Odisha,24013
26/07/2020,8:00 AM,Puducherry,2654
26/07/2020,8:00 AM,Punjab,12684
26/07/2020,8:00 AM,Rajasthan,35298
26/07/2020,8:00 AM,Sikkim,499
26/07/2020,8:00 AM,Tamil Nadu,206737
26/07/2020,8:00 AM,Telengana,52466
26/07/2020,8:00 AM,Tripura,3862
26/07/2020,8:00 AM,Uttarakhand,5961
26/07/2020,8:00 AM,Uttar Pradesh,63742
26/07/2020,8:00 AM,West Bengal,56377
27/07/2020,8:00 AM,Andaman and Nicobar Islands,324
27/07/2020,8:00 AM,Andhra Pradesh,96298
27/07/2020,8:00 AM,Arunachal Pradesh,1158
27/07/2020,8:00 AM,Assam,32228
27/07/2020,8:00 AM,Bihar,39176
27/07/2020,8:00 AM,Chandigarh,887
27/07/2020,8:00 AM,Chhattisgarh,7450
27/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,914
27/07/2020,8:00 AM,Delhi,130606
27/07/2020,8:00 AM,Goa,4861
27/07/2020,8:00 AM,Gujarat,55822
27/07/2020,8:00 AM,Haryana,31332
27/07/2020,8:00 AM,Himachal Pradesh,2176
27/07/2020,8:00 AM,Jammu and Kashmir,17920
27/07/2020,8:00 AM,Jharkhand,8275
27/07/2020,8:00 AM,Karnataka,96141
27/07/2020,8:00 AM,Kerala,19025
27/07/2020,8:00 AM,Ladakh,1285
27/07/2020,8:00 AM,Madhya Pradesh,27800
27/07/2020,8:00 AM,Maharashtra,375799
27/07/2020,8:00 AM,Manipur,2235
27/07/2020,8:00 AM,Meghalaya,702
27/07/2020,8:00 AM,Mizoram,361
27/07/2020,8:00 AM,Nagaland,1339
27/07/2020,8:00 AM,Odisha,25389
27/07/2020,8:00 AM,Puducherry,2786
27/07/2020,8:00 AM,Punjab,13218
27/07/2020,8:00 AM,Rajasthan,35909
27/07/2020,8:00 AM,Sikkim,545
27/07/2020,8:00 AM,Tamil Nadu,213723
27/07/2020,8:00 AM,Telengana,54059
27/07/2020,8:00 AM,Tripura,3900
27/07/2020,8:00 AM,Uttarakhand,6104
27/07/2020,8:00 AM,Uttar Pradesh,66988
27/07/2020,8:00 AM,West Bengal,58718
28/07/2020,8:00 AM,Andaman and Nicobar Islands,338
28/07/2020,8:00 AM,Andhra Pradesh,102349
28/07/2020,8:00 AM,Arunachal Pradesh,1239
28/07/2020,8:00 AM,Assam,33576
28/07/2020,8:00 AM,Bihar,41244
28/07/2020,8:00 AM,Chandigarh,910
28/07/2020,8:00 AM,Chhattisgarh,7745
28/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,946
28/07/2020,8:00 AM,Delhi,131219
28/07/2020,8:00 AM,Goa,5119
28/07/2020,8:00 AM,Gujarat,56874
28/07/2020,8:00 AM,Haryana,32127
28/07/2020,8:00 AM,Himachal Pradesh,2270
28/07/2020,8:00 AM,Jammu and Kashmir,18390
28/07/2020,8:00 AM,Jharkhand,8683
28/07/2020,8:00 AM,Karnataka,101465
28/07/2020,8:00 AM,Kerala,19727
28/07/2020,8:00 AM,Ladakh,1306
28/07/2020,8:00 AM,Madhya Pradesh,28589
28/07/2020,8:00 AM,Maharashtra,383723
28/07/2020,8:00 AM,Manipur,2286
28/07/2020,8:00 AM,Meghalaya,738
28/07/2020,8:00 AM,Mizoram,384
28/07/2020,8:00 AM,Nagaland,1385
28/07/2020,8:00 AM,Odisha,26892
28/07/2020,8:00 AM,Puducherry,2872
28/07/2020,8:00 AM,Punjab,13769
28/07/2020,8:00 AM,Rajasthan,36878
28/07/2020,8:00 AM,Sikkim,555
28/07/2020,8:00 AM,Tamil Nadu,220716
28/07/2020,8:00 AM,Telengana,57142
28/07/2020,8:00 AM,Tripura,4049
28/07/2020,8:00 AM,Uttarakhand,6328
28/07/2020,8:00 AM,Uttar Pradesh,70493
28/07/2020,8:00 AM,West Bengal,60830
29/07/2020,8:00 AM,Andaman and Nicobar Islands,363
29/07/2020,8:00 AM,Andhra Pradesh,110297
29/07/2020,8:00 AM,Arunachal Pradesh,1330
29/07/2020,8:00 AM,Assam,34947
29/07/2020,8:00 AM,Bihar,43843
29/07/2020,8:00 AM,Chandigarh,934
29/07/2020,8:00 AM,Chhattisgarh,8257
29/07/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,982
29/07/2020,8:00 AM,Delhi,132275
29/07/2020,8:00 AM,Goa,5287
29/07/2020,8:00 AM,Gujarat,57982
29/07/2020,8:00 AM,Haryana,32876
29/07/2020,8:00 AM,Himachal Pradesh,2330
29/07/2020,8:00 AM,Jammu and Kashmir,18879
29/07/2020,8:00 AM,Jharkhand,9078
29/07/2020,8:00 AM,Karnataka,107001
29/07/2020,8:00 AM,Kerala,20894
29/07/2020,8:00 AM,Ladakh,1327
29/07/2020,8:00 AM,Madhya Pradesh,29217
29/07/2020,8:00 AM,Maharashtra,391440
29/07/2020,8:00 AM,Manipur,2317
29/07/2020,8:00 AM,Meghalaya,779
29/07/2020,8:00 AM,Mizoram,384
29/07/2020,8:00 AM,Nagaland,1460
29/07/2020,8:00 AM,Odisha,28107
29/07/2020,8:00 AM,Puducherry,3011
