date,time,state,cases
04/01/2021,8:00 AM,Kerala,775852
04/01/2021,8:00 AM,Lakshadweep,0
04/01/2021,8:00 AM,Ladakh,9556
04/01/2021,8:00 AM,Madhya Pradesh,244026
04/01/2021,8:00 AM,Maharashtra,1942136
04/01/2021,8:00 AM,Manipur,28281
04/01/2021,8:00 AM,Meghalaya,13460
04/01/2021,8:00 AM,Mizoram,4223
04/01/2021,8:00 AM,Nagaland,11930
04/01/2021,8:00 AM,Odisha,330309
04/01/2021,8:00 AM,Puducherry,38224
04/01/2021,8:00 AM,Punjab,167219
04/01/2021,8:00 AM,Rajasthan,309821
04/01/2021,8:00 AM,Sikkim,5920
04/01/2021,8:00 AM,Tamil Nadu,820712
04/01/2021,8:00 AM,Telengana,287740
04/01/2021,8:00 AM,Tripura,33283
04/01/2021,8:00 AM,Uttarakhand,91811
04/01/2021,8:00 AM,Uttar Pradesh,588171
04/01/2021,8:00 AM,West Bengal,554975
05/01/2021,8:00 AM,Andhra Pradesh,883210
05/01/2021,8:00 AM,Andaman and Nicobar Islands,4948
05/01/2021,8:00 AM,Arunachal Pradesh,16741
05/01/2021,8:00 AM,Assam,216340
05/01/2021,8:00 AM,Bihar,253272
05/01/2021,8:00 AM,Chandigarh,19936
05/01/2021,8:00 AM,Chhattisgarh,283515
05/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3379
05/01/2021,8:00 AM,Delhi,627256
05/01/2021,8:00 AM,Goa,51335
05/01/2021,8:00 AM,Gujarat,247926
05/01/2021,8:00 AM,Haryana,263312
05/01/2021,8:00 AM,Himachal Pradesh,55808
05/01/2021,8:00 AM,Jammu and Kashmir,121786
05/01/2021,8:00 AM,Jharkhand,115689
05/01/2021,8:00 AM,Karnataka,922538
05/01/2021,8:00 AM,Kerala,778873
05/01/2021,8:00 AM,Lakshadweep,0
05/01/2021,8:00 AM,Ladakh,9561
05/01/2021,8:00 AM,Madhya Pradesh,244647
05/01/2021,8:00 AM,Maharashtra,1947011
05/01/2021,8:00 AM,Manipur,28332
05/01/2021,8:00 AM,Meghalaya,13482
05/01/2021,8:00 AM,Mizoram,4234
05/01/2021,8:00 AM,Nagaland,11935
05/01/2021,8:00 AM,Odisha,330492
05/01/2021,8:00 AM,Puducherry,38253
05/01/2021,8:00 AM,Punjab,167441
05/01/2021,8:00 AM,Rajasthan,310278
05/01/2021,8:00 AM,Sikkim,5921
05/01/2021,8:00 AM,Tamil Nadu,821550
05/01/2021,8:00 AM,Telengana,287993
05/01/2021,8:00 AM,Tripura,33284
05/01/2021,8:00 AM,Uttarakhand,92112
05/01/2021,8:00 AM,Uttar Pradesh,588882
05/01/2021,8:00 AM,West Bengal,555572
06/01/2021,8:00 AM,Andhra Pradesh,883587
06/01/2021,8:00 AM,Andaman and Nicobar Islands,4949
06/01/2021,8:00 AM,Arunachal Pradesh,16744
06/01/2021,8:00 AM,Assam,216381
06/01/2021,8:00 AM,Bihar,253695
06/01/2021,8:00 AM,Chandigarh,20026
06/01/2021,8:00 AM,Chhattisgarh,284536
06/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3379
06/01/2021,8:00 AM,Delhi,627698
06/01/2021,8:00 AM,Goa,51415
06/01/2021,8:00 AM,Gujarat,248581
06/01/2021,8:00 AM,Haryana,263571
06/01/2021,8:00 AM,Himachal Pradesh,55910
06/01/2021,8:00 AM,Jammu and Kashmir,121923
06/01/2021,8:00 AM,Jharkhand,115840
06/01/2021,8:00 AM,Karnataka,923353
06/01/2021,8:00 AM,Kerala,784488
06/01/2021,8:00 AM,Lakshadweep,0
06/01/2021,8:00 AM,Ladakh,9577
06/01/2021,8:00 AM,Madhya Pradesh,245318
06/01/2021,8:00 AM,Maharashtra,1950171
06/01/2021,8:00 AM,Manipur,28418
06/01/2021,8:00 AM,Meghalaya,13506
06/01/2021,8:00 AM,Mizoram,4247
06/01/2021,8:00 AM,Nagaland,11937
06/01/2021,8:00 AM,Odisha,330690
06/01/2021,8:00 AM,Puducherry,38300
06/01/2021,8:00 AM,Punjab,167652
06/01/2021,8:00 AM,Rajasthan,310675
06/01/2021,8:00 AM,Sikkim,5938
06/01/2021,8:00 AM,Tamil Nadu,822370
06/01/2021,8:00 AM,Telengana,288410
06/01/2021,8:00 AM,Tripura,33286
06/01/2021,8:00 AM,Uttarakhand,92366
06/01/2021,8:00 AM,Uttar Pradesh,589611
06/01/2021,8:00 AM,West Bengal,556384
07/01/2021,8:00 AM,Andhra Pradesh,883876
07/01/2021,8:00 AM,Andaman and Nicobar Islands,4949
07/01/2021,8:00 AM,Arunachal Pradesh,16753
07/01/2021,8:00 AM,Assam,216424
07/01/2021,8:00 AM,Bihar,254014
07/01/2021,8:00 AM,Chandigarh,20104
07/01/2021,8:00 AM,Chhattisgarh,285586
07/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3379
07/01/2021,8:00 AM,Delhi,628352
07/01/2021,8:00 AM,Goa,51507
07/01/2021,8:00 AM,Gujarat,249246
07/01/2021,8:00 AM,Haryana,263887
07/01/2021,8:00 AM,Himachal Pradesh,56015
07/01/2021,8:00 AM,Jammu and Kashmir,122049
07/01/2021,8:00 AM,Jharkhand,116034
07/01/2021,8:00 AM,Karnataka,924137
07/01/2021,8:00 AM,Kerala,790882
07/01/2021,8:00 AM,Lakshadweep,0
07/01/2021,8:00 AM,Ladakh,9589
07/01/2021,8:00 AM,Madhya Pradesh,246048
07/01/2021,8:00 AM,Maharashtra,1954553
07/01/2021,8:00 AM,Manipur,28484
07/01/2021,8:00 AM,Meghalaya,13525
07/01/2021,8:00 AM,Mizoram,4256
07/01/2021,8:00 AM,Nagaland,11954
07/01/2021,8:00 AM,Odisha,330921
07/01/2021,8:00 AM,Puducherry,38334
07/01/2021,8:00 AM,Punjab,167910
07/01/2021,8:00 AM,Rajasthan,311111
07/01/2021,8:00 AM,Sikkim,5951
07/01/2021,8:00 AM,Tamil Nadu,823181
07/01/2021,8:00 AM,Telengana,288789
07/01/2021,8:00 AM,Tripura,33294
07/01/2021,8:00 AM,Uttarakhand,92593
07/01/2021,8:00 AM,Uttar Pradesh,590339
07/01/2021,8:00 AM,West Bengal,557252
08/01/2021,8:00 AM,Andhra Pradesh,884171
08/01/2021,8:00 AM,Andaman and Nicobar Islands,4958
08/01/2021,8:00 AM,Arunachal Pradesh,16757
08/01/2021,8:00 AM,Assam,216481
08/01/2021,8:00 AM,Bihar,254447
08/01/2021,8:00 AM,Chandigarh,20147
08/01/2021,8:00 AM,Chhattisgarh,286596
08/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3379
08/01/2021,8:00 AM,Delhi,628838
08/01/2021,8:00 AM,Goa,51626
08/01/2021,8:00 AM,Gujarat,249913
08/01/2021,8:00 AM,Haryana,264161
08/01/2021,8:00 AM,Himachal Pradesh,56146
08/01/2021,8:00 AM,Jammu and Kashmir,122176
08/01/2021,8:00 AM,Jharkhand,116229
08/01/2021,8:00 AM,Karnataka,924898
08/01/2021,8:00 AM,Kerala,795933
08/01/2021,8:00 AM,Lakshadweep,0
08/01/2021,8:00 AM,Ladakh,9600
08/01/2021,8:00 AM,Madhya Pradesh,246822
08/01/2021,8:00 AM,Maharashtra,1958282
08/01/2021,8:00 AM,Manipur,28531
08/01/2021,8:00 AM,Meghalaya,13536
08/01/2021,8:00 AM,Mizoram,4259
08/01/2021,8:00 AM,Nagaland,11960
08/01/2021,8:00 AM,Odisha,331151
08/01/2021,8:00 AM,Puducherry,38369
08/01/2021,8:00 AM,Punjab,168187
08/01/2021,8:00 AM,Rajasthan,311620
08/01/2021,8:00 AM,Sikkim,5965
08/01/2021,8:00 AM,Tamil Nadu,823986
08/01/2021,8:00 AM,Telengana,289135
08/01/2021,8:00 AM,Tripura,33299
08/01/2021,8:00 AM,Uttarakhand,92842
08/01/2021,8:00 AM,Uttar Pradesh,590844
08/01/2021,8:00 AM,West Bengal,558173
09/01/2021,8:00 AM,Andhra Pradesh,884490
09/01/2021,8:00 AM,Andaman and Nicobar Islands,4959
09/01/2021,8:00 AM,Arunachal Pradesh,16764
09/01/2021,8:00 AM,Assam,216531
09/01/2021,8:00 AM,Bihar,254701
09/01/2021,8:00 AM,Chandigarh,20201
09/01/2021,8:00 AM,Chhattisgarh,287556
09/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3380
09/01/2021,8:00 AM,Delhi,629282
09/01/2021,8:00 AM,Goa,51709
09/01/2021,8:00 AM,Gujarat,250598
09/01/2021,8:00 AM,Haryana,264442
09/01/2021,8:00 AM,Himachal Pradesh,56282
09/01/2021,8:00 AM,Jammu and Kashmir,122303
09/01/2021,8:00 AM,Jharkhand,116436
09/01/2021,8:00 AM,Karnataka,925868
09/01/2021,8:00 AM,Kerala,801075
09/01/2021,8:00 AM,Lakshadweep,0
09/01/2021,8:00 AM,Ladakh,9601
09/01/2021,8:00 AM,Madhya Pradesh,247436
09/01/2021,8:00 AM,Maharashtra,1961975
09/01/2021,8:00 AM,Manipur,28579
09/01/2021,8:00 AM,Meghalaya,13560
09/01/2021,8:00 AM,Mizoram,4275
09/01/2021,8:00 AM,Nagaland,11964
09/01/2021,8:00 AM,Odisha,331396
09/01/2021,8:00 AM,Puducherry,38389
09/01/2021,8:00 AM,Punjab,168486
09/01/2021,8:00 AM,Rajasthan,312091
09/01/2021,8:00 AM,Sikkim,5979
09/01/2021,8:00 AM,Tamil Nadu,824776
09/01/2021,8:00 AM,Telengana,289433
09/01/2021,8:00 AM,Tripura,33302
09/01/2021,8:00 AM,Uttarakhand,93111
09/01/2021,8:00 AM,Uttar Pradesh,591610
09/01/2021,8:00 AM,West Bengal,559099
10/01/2021,8:00 AM,Andhra Pradesh,884689
10/01/2021,8:00 AM,Andaman and Nicobar Islands,4959
10/01/2021,8:00 AM,Arunachal Pradesh,16767
10/01/2021,8:00 AM,Assam,216565
10/01/2021,8:00 AM,Bihar,255386
10/01/2021,8:00 AM,Chandigarh,20251
10/01/2021,8:00 AM,Chhattisgarh,288570
10/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3380
10/01/2021,8:00 AM,Delhi,629801
10/01/2021,8:00 AM,Goa,51790
10/01/2021,8:00 AM,Gujarat,251273
10/01/2021,8:00 AM,Haryana,264721
10/01/2021,8:00 AM,Himachal Pradesh,56366
10/01/2021,8:00 AM,Jammu and Kashmir,122425
10/01/2021,8:00 AM,Jharkhand,116672
10/01/2021,8:00 AM,Karnataka,926767
10/01/2021,8:00 AM,Kerala,806603
10/01/2021,8:00 AM,Lakshadweep,0
10/01/2021,8:00 AM,Ladakh,9608
10/01/2021,8:00 AM,Madhya Pradesh,247977
10/01/2021,8:00 AM,Maharashtra,1965556
10/01/2021,8:00 AM,Manipur,28646
10/01/2021,8:00 AM,Meghalaya,13592
10/01/2021,8:00 AM,Mizoram,4292
10/01/2021,8:00 AM,Nagaland,11975
10/01/2021,8:00 AM,Odisha,331602
10/01/2021,8:00 AM,Puducherry,38425
10/01/2021,8:00 AM,Punjab,168734
10/01/2021,8:00 AM,Rajasthan,312521
10/01/2021,8:00 AM,Sikkim,5984
10/01/2021,8:00 AM,Tamil Nadu,825537
10/01/2021,8:00 AM,Telengana,289784
10/01/2021,8:00 AM,Tripura,33307
10/01/2021,8:00 AM,Uttarakhand,93398
10/01/2021,8:00 AM,Uttar Pradesh,592475
10/01/2021,8:00 AM,West Bengal,559886
11/01/2021,8:00 AM,Andhra Pradesh,884916
11/01/2021,8:00 AM,Andaman and Nicobar Islands,4960
11/01/2021,8:00 AM,Arunachal Pradesh,16772
11/01/2021,8:00 AM,Assam,216590
11/01/2021,8:00 AM,Bihar,255700
11/01/2021,8:00 AM,Chandigarh,20295
11/01/2021,8:00 AM,Chhattisgarh,289231
11/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3380
11/01/2021,8:00 AM,Delhi,630200
11/01/2021,8:00 AM,Goa,51856
11/01/2021,8:00 AM,Gujarat,251944
11/01/2021,8:00 AM,Haryana,264955
11/01/2021,8:00 AM,Himachal Pradesh,56452
11/01/2021,8:00 AM,Jammu and Kashmir,122538
11/01/2021,8:00 AM,Jharkhand,116817
11/01/2021,8:00 AM,Karnataka,927559
11/01/2021,8:00 AM,Kerala,811148
11/01/2021,8:00 AM,Lakshadweep,0
11/01/2021,8:00 AM,Ladakh,9618
11/01/2021,8:00 AM,Madhya Pradesh,248597
11/01/2021,8:00 AM,Maharashtra,1969114
11/01/2021,8:00 AM,Manipur,28660
11/01/2021,8:00 AM,Meghalaya,13611
11/01/2021,8:00 AM,Mizoram,4293
11/01/2021,8:00 AM,Nagaland,11978
11/01/2021,8:00 AM,Odisha,331862
11/01/2021,8:00 AM,Puducherry,38455
11/01/2021,8:00 AM,Punjab,169033
11/01/2021,8:00 AM,Rajasthan,312996
11/01/2021,8:00 AM,Sikkim,5988
11/01/2021,8:00 AM,Tamil Nadu,826261
11/01/2021,8:00 AM,Telengana,290008
11/01/2021,8:00 AM,Tripura,33307
11/01/2021,8:00 AM,Uttarakhand,93621
11/01/2021,8:00 AM,Uttar Pradesh,593171
11/01/2021,8:00 AM,West Bengal,560709
12/01/2021,8:00 AM,Andhra Pradesh,885037
12/01/2021,8:00 AM,Andaman and Nicobar Islands,4963
12/01/2021,8:00 AM,Arunachal Pradesh,16777
12/01/2021,8:00 AM,Assam,216635
12/01/2021,8:00 AM,Bihar,255932
12/01/2021,8:00 AM,Chandigarh,20342
12/01/2021,8:00 AM,Chhattisgarh,290084
12/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3382
12/01/2021,8:00 AM,Delhi,630506
12/01/2021,8:00 AM,Goa,51891
12/01/2021,8:00 AM,Gujarat,252559
12/01/2021,8:00 AM,Haryana,265199
12/01/2021,8:00 AM,Himachal Pradesh,56521
12/01/2021,8:00 AM,Jammu and Kashmir,122651
12/01/2021,8:00 AM,Jharkhand,116961
12/01/2021,8:00 AM,Karnataka,928055
12/01/2021,8:00 AM,Kerala,814258
12/01/2021,8:00 AM,Lakshadweep,0
12/01/2021,8:00 AM,Ladakh,9621
12/01/2021,8:00 AM,Madhya Pradesh,249082
12/01/2021,8:00 AM,Maharashtra,1971552
12/01/2021,8:00 AM,Manipur,28693
12/01/2021,8:00 AM,Meghalaya,13631
12/01/2021,8:00 AM,Mizoram,4299
12/01/2021,8:00 AM,Nagaland,11987
12/01/2021,8:00 AM,Odisha,332106
12/01/2021,8:00 AM,Puducherry,38477
12/01/2021,8:00 AM,Punjab,169225
12/01/2021,8:00 AM,Rajasthan,313425
12/01/2021,8:00 AM,Sikkim,5989
12/01/2021,8:00 AM,Tamil Nadu,826943
12/01/2021,8:00 AM,Telengana,290309
12/01/2021,8:00 AM,Tripura,33309
12/01/2021,8:00 AM,Uttarakhand,93777
12/01/2021,8:00 AM,Uttar Pradesh,593680
12/01/2021,8:00 AM,West Bengal,561321
13/01/2021,8:00 AM,Andhra Pradesh,885234
13/01/2021,8:00 AM,Andaman and Nicobar Islands,4966
13/01/2021,8:00 AM,Arunachal Pradesh,16782
13/01/2021,8:00 AM,Assam,216690
13/01/2021,8:00 AM,Bihar,256309
13/01/2021,8:00 AM,Chandigarh,20378
13/01/2021,8:00 AM,Chhattisgarh,290813
13/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3382
13/01/2021,8:00 AM,Delhi,630892
13/01/2021,8:00 AM,Goa,51983
13/01/2021,8:00 AM,Gujarat,253161
13/01/2021,8:00 AM,Haryana,265391
13/01/2021,8:00 AM,Himachal Pradesh,56596
13/01/2021,8:00 AM,Jammu and Kashmir,122764
13/01/2021,8:00 AM,Jharkhand,117088
13/01/2021,8:00 AM,Karnataka,928806
13/01/2021,8:00 AM,Kerala,819765
13/01/2021,8:00 AM,Lakshadweep,0
13/01/2021,8:00 AM,Ladakh,9634
13/01/2021,8:00 AM,Madhya Pradesh,249553
13/01/2021,8:00 AM,Maharashtra,1974488
13/01/2021,8:00 AM,Manipur,28725
13/01/2021,8:00 AM,Meghalaya,13651
13/01/2021,8:00 AM,Mizoram,4303
13/01/2021,8:00 AM,Nagaland,11997
13/01/2021,8:00 AM,Odisha,332331
13/01/2021,8:00 AM,Puducherry,38495
13/01/2021,8:00 AM,Punjab,169479
13/01/2021,8:00 AM,Rajasthan,313718
13/01/2021,8:00 AM,Sikkim,5996
13/01/2021,8:00 AM,Tamil Nadu,827614
13/01/2021,8:00 AM,Telengana,290640
13/01/2021,8:00 AM,Tripura,33315
13/01/2021,8:00 AM,Uttarakhand,93961
13/01/2021,8:00 AM,Uttar Pradesh,594175
13/01/2021,8:00 AM,West Bengal,562072
14/01/2021,8:00 AM,Andhra Pradesh,885437
14/01/2021,8:00 AM,Andaman and Nicobar Islands,4969
14/01/2021,8:00 AM,Arunachal Pradesh,16783
14/01/2021,8:00 AM,Assam,216743
14/01/2021,8:00 AM,Bihar,256587
14/01/2021,8:00 AM,Chandigarh,20415
14/01/2021,8:00 AM,Chhattisgarh,291484
14/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3383
14/01/2021,8:00 AM,Delhi,631249
14/01/2021,8:00 AM,Goa,52079
14/01/2021,8:00 AM,Gujarat,253744
14/01/2021,8:00 AM,Haryana,265616
14/01/2021,8:00 AM,Himachal Pradesh,56689
14/01/2021,8:00 AM,Jammu and Kashmir,122885
14/01/2021,8:00 AM,Jharkhand,117240
14/01/2021,8:00 AM,Karnataka,929552
14/01/2021,8:00 AM,Kerala,825769
14/01/2021,8:00 AM,Lakshadweep,0
14/01/2021,8:00 AM,Ladakh,9639
14/01/2021,8:00 AM,Madhya Pradesh,250009
14/01/2021,8:00 AM,Maharashtra,1978044
14/01/2021,8:00 AM,Manipur,28769
14/01/2021,8:00 AM,Meghalaya,13669
14/01/2021,8:00 AM,Mizoram,4310
14/01/2021,8:00 AM,Nagaland,12003
14/01/2021,8:00 AM,Odisha,332541
14/01/2021,8:00 AM,Puducherry,38524
14/01/2021,8:00 AM,Punjab,169737
14/01/2021,8:00 AM,Rajasthan,314091
14/01/2021,8:00 AM,Sikkim,6004
14/01/2021,8:00 AM,Tamil Nadu,828287
14/01/2021,8:00 AM,Telengana,290916
14/01/2021,8:00 AM,Tripura,33320
14/01/2021,8:00 AM,Uttarakhand,94170
14/01/2021,8:00 AM,Uttar Pradesh,594641
14/01/2021,8:00 AM,West Bengal,562795
15/01/2021,8:00 AM,Andhra Pradesh,885616
15/01/2021,8:00 AM,Andaman and Nicobar Islands,4976
15/01/2021,8:00 AM,Arunachal Pradesh,16798
15/01/2021,8:00 AM,Assam,216762
15/01/2021,8:00 AM,Bihar,256895
15/01/2021,8:00 AM,Chandigarh,20438
15/01/2021,8:00 AM,Chhattisgarh,292091
15/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3385
15/01/2021,8:00 AM,Delhi,631589
15/01/2021,8:00 AM,Goa,52182
15/01/2021,8:00 AM,Gujarat,254314
15/01/2021,8:00 AM,Haryana,265803
15/01/2021,8:00 AM,Himachal Pradesh,56751
15/01/2021,8:00 AM,Jammu and Kashmir,122964
15/01/2021,8:00 AM,Jharkhand,117384
15/01/2021,8:00 AM,Karnataka,929960
15/01/2021,8:00 AM,Kerala,831259
15/01/2021,8:00 AM,Lakshadweep,0
15/01/2021,8:00 AM,Ladakh,9646
15/01/2021,8:00 AM,Madhya Pradesh,250429
15/01/2021,8:00 AM,Maharashtra,1981623
15/01/2021,8:00 AM,Manipur,28787
15/01/2021,8:00 AM,Meghalaya,13687
15/01/2021,8:00 AM,Mizoram,4310
15/01/2021,8:00 AM,Nagaland,12035
15/01/2021,8:00 AM,Odisha,332763
15/01/2021,8:00 AM,Puducherry,38567
15/01/2021,8:00 AM,Punjab,169950
15/01/2021,8:00 AM,Rajasthan,314372
15/01/2021,8:00 AM,Sikkim,6011
15/01/2021,8:00 AM,Tamil Nadu,828952
15/01/2021,8:00 AM,Telengana,291118
15/01/2021,8:00 AM,Tripura,33325
15/01/2021,8:00 AM,Uttarakhand,94324
15/01/2021,8:00 AM,Uttar Pradesh,595142
15/01/2021,8:00 AM,West Bengal,563475
16/01/2021,8:00 AM,Andhra Pradesh,885710
16/01/2021,8:00 AM,Andaman and Nicobar Islands,4979
16/01/2021,8:00 AM,Arunachal Pradesh,16802
16/01/2021,8:00 AM,Assam,216777
16/01/2021,8:00 AM,Bihar,257193
16/01/2021,8:00 AM,Chandigarh,20464
16/01/2021,8:00 AM,Chhattisgarh,292612
16/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3388
16/01/2021,8:00 AM,Delhi,631884
16/01/2021,8:00 AM,Goa,52262
16/01/2021,8:00 AM,Gujarat,254849
16/01/2021,8:00 AM,Haryana,265964
16/01/2021,8:00 AM,Himachal Pradesh,56802
16/01/2021,8:00 AM,Jammu and Kashmir,123108
16/01/2021,8:00 AM,Jharkhand,117480
16/01/2021,8:00 AM,Karnataka,930668
16/01/2021,8:00 AM,Kerala,836883
16/01/2021,8:00 AM,Lakshadweep,0
16/01/2021,8:00 AM,Ladakh,9648
16/01/2021,8:00 AM,Madhya Pradesh,250858
16/01/2021,8:00 AM,Maharashtra,1984768
16/01/2021,8:00 AM,Manipur,28811
16/01/2021,8:00 AM,Meghalaya,13691
16/01/2021,8:00 AM,Mizoram,4314
16/01/2021,8:00 AM,Nagaland,12039
16/01/2021,8:00 AM,Odisha,332949
16/01/2021,8:00 AM,Puducherry,38595
16/01/2021,8:00 AM,Punjab,170191
16/01/2021,8:00 AM,Rajasthan,314682
16/01/2021,8:00 AM,Sikkim,6024
16/01/2021,8:00 AM,Tamil Nadu,829573
16/01/2021,8:00 AM,Telengana,291367
16/01/2021,8:00 AM,Tripura,33329
16/01/2021,8:00 AM,Uttarakhand,94465
16/01/2021,8:00 AM,Uttar Pradesh,595614
16/01/2021,8:00 AM,West Bengal,564098
17/01/2021,8:00 AM,Andhra Pradesh,885824
17/01/2021,8:00 AM,Andaman and Nicobar Islands,4982
17/01/2021,8:00 AM,Arunachal Pradesh,16808
17/01/2021,8:00 AM,Assam,216809
17/01/2021,8:00 AM,Bihar,257474
17/01/2021,8:00 AM,Chandigarh,20503
17/01/2021,8:00 AM,Chhattisgarh,293178
17/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3388
17/01/2021,8:00 AM,Delhi,632183
17/01/2021,8:00 AM,Goa,52345
17/01/2021,8:00 AM,Gujarat,255354
17/01/2021,8:00 AM,Haryana,266131
17/01/2021,8:00 AM,Himachal Pradesh,56873
17/01/2021,8:00 AM,Jammu and Kashmir,123217
17/01/2021,8:00 AM,Jharkhand,117599
17/01/2021,8:00 AM,Karnataka,931252
17/01/2021,8:00 AM,Kerala,842843
17/01/2021,8:00 AM,Lakshadweep,0
17/01/2021,8:00 AM,Ladakh,9649
17/01/2021,8:00 AM,Madhya Pradesh,251223
17/01/2021,8:00 AM,Maharashtra,1987678
17/01/2021,8:00 AM,Manipur,28835
17/01/2021,8:00 AM,Meghalaya,13693
17/01/2021,8:00 AM,Mizoram,4322
17/01/2021,8:00 AM,Nagaland,12054
17/01/2021,8:00 AM,Odisha,333127
17/01/2021,8:00 AM,Puducherry,38611
17/01/2021,8:00 AM,Punjab,170366
17/01/2021,8:00 AM,Rajasthan,314920
17/01/2021,8:00 AM,Sikkim,6029
17/01/2021,8:00 AM,Tamil Nadu,830183
17/01/2021,8:00 AM,Telengana,291666
17/01/2021,8:00 AM,Tripura,33331
17/01/2021,8:00 AM,Uttarakhand,94691
17/01/2021,8:00 AM,Uttar Pradesh,596137
17/01/2021,8:00 AM,West Bengal,564707
18/01/2021,8:00 AM,Andhra Pradesh,885985
18/01/2021,8:00 AM,Andaman and Nicobar Islands,4983
18/01/2021,8:00 AM,Arunachal Pradesh,16811
18/01/2021,8:00 AM,Assam,216831
18/01/2021,8:00 AM,Bihar,257610
18/01/2021,8:00 AM,Chandigarh,20537
18/01/2021,8:00 AM,Chhattisgarh,293501
18/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3390
18/01/2021,8:00 AM,Delhi,632429
18/01/2021,8:00 AM,Goa,52405
18/01/2021,8:00 AM,Gujarat,255872
18/01/2021,8:00 AM,Haryana,266309
18/01/2021,8:00 AM,Himachal Pradesh,56943
18/01/2021,8:00 AM,Jammu and Kashmir,123343
18/01/2021,8:00 AM,Jharkhand,117686
18/01/2021,8:00 AM,Karnataka,931997
18/01/2021,8:00 AM,Kerala,847848
18/01/2021,8:00 AM,Lakshadweep,0
18/01/2021,8:00 AM,Ladakh,9656
18/01/2021,8:00 AM,Madhya Pradesh,251578
18/01/2021,8:00 AM,Maharashtra,1990759
18/01/2021,8:00 AM,Manipur,28856
18/01/2021,8:00 AM,Meghalaya,13704
18/01/2021,8:00 AM,Mizoram,4323
18/01/2021,8:00 AM,Nagaland,12058
18/01/2021,8:00 AM,Odisha,333310
18/01/2021,8:00 AM,Puducherry,38646
18/01/2021,8:00 AM,Punjab,170605
18/01/2021,8:00 AM,Rajasthan,315181
18/01/2021,8:00 AM,Sikkim,6038
18/01/2021,8:00 AM,Tamil Nadu,830772
18/01/2021,8:00 AM,Telengana,291872
18/01/2021,8:00 AM,Tripura,33332
18/01/2021,8:00 AM,Uttarakhand,94803
18/01/2021,8:00 AM,Uttar Pradesh,596528
18/01/2021,8:00 AM,West Bengal,565272
19/01/2021,8:00 AM,Andhra Pradesh,886066
19/01/2021,8:00 AM,Andaman and Nicobar Islands,4988
19/01/2021,8:00 AM,Arunachal Pradesh,16812
19/01/2021,8:00 AM,Assam,216864
19/01/2021,8:00 AM,Bihar,257775
19/01/2021,8:00 AM,Chandigarh,20564
19/01/2021,8:00 AM,Chhattisgarh,293972
19/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3390
19/01/2021,8:00 AM,Delhi,632590
19/01/2021,8:00 AM,Goa,52458
19/01/2021,8:00 AM,Gujarat,256367
19/01/2021,8:00 AM,Haryana,266428
19/01/2021,8:00 AM,Himachal Pradesh,56978
19/01/2021,8:00 AM,Jammu and Kashmir,123425
19/01/2021,8:00 AM,Jharkhand,117786
19/01/2021,8:00 AM,Karnataka,932432
19/01/2021,8:00 AM,Kerala,851194
19/01/2021,8:00 AM,Lakshadweep,14
19/01/2021,8:00 AM,Ladakh,9657
19/01/2021,8:00 AM,Madhya Pradesh,251882
19/01/2021,8:00 AM,Maharashtra,1992683
19/01/2021,8:00 AM,Manipur,28867
19/01/2021,8:00 AM,Meghalaya,13707
19/01/2021,8:00 AM,Mizoram,4329
19/01/2021,8:00 AM,Nagaland,12061
19/01/2021,8:00 AM,Odisha,333444
19/01/2021,8:00 AM,Puducherry,38669
19/01/2021,8:00 AM,Punjab,170729
19/01/2021,8:00 AM,Rajasthan,315394
19/01/2021,8:00 AM,Sikkim,6038
19/01/2021,8:00 AM,Tamil Nadu,831323
19/01/2021,8:00 AM,Telengana,292128
19/01/2021,8:00 AM,Tripura,33335
19/01/2021,8:00 AM,Uttarakhand,94923
19/01/2021,8:00 AM,Uttar Pradesh,596904
19/01/2021,8:00 AM,West Bengal,565661
20/01/2021,8:00 AM,Andhra Pradesh,886245
20/01/2021,8:00 AM,Andaman and Nicobar Islands,4989
20/01/2021,8:00 AM,Arunachal Pradesh,16815
20/01/2021,8:00 AM,Assam,216887
20/01/2021,8:00 AM,Bihar,257991
20/01/2021,8:00 AM,Chandigarh,20595
20/01/2021,8:00 AM,Chhattisgarh,294355
20/01/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3391
20/01/2021,8:00 AM,Delhi,632821
20/01/2021,8:00 AM,Goa,52570
20/01/2021,8:00 AM,Gujarat,256852
20/01/2021,8:00 AM,Haryana,266581
